price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size
15600000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,172575.0,4700.0
9450000,Petrol,Automatic,Nissan,2015,Local Used,355321.0,3500.0
2808000,Petrol,Automatic,Honda,1999,Local Used,234641.0,2000.0
3675000,Petrol,Automatic,Toyota,2004,Local Used,94473.0,2000.0
3780000,Petrol,Automatic,Honda,2008,Local Used,453745.0,3500.0
3150000,Petrol,Automatic,Nissan,2006,Local Used,197888.0,4000.0
14664000,Petrol,Automatic,Toyota,2015,Local Used,79241.0,2500.0
8400000,Petrol,Automatic,Honda,2013,Local Used,51436.0,3500.0
7560000,Petrol,Automatic,Mazda,2010,Local Used,123527.0,3700.0
9240000,Petrol,Automatic,Land Rover,2010,Local Used,294876.0,4500.0
12915000,Petrol,Automatic,Mitsubishi,2016,Local Used,83800.0,3500.0
7800000,Petrol,Automatic,Toyota,2008,Local Used,117314.0,2400.0
18720000,Petrol,Automatic,Ford,2012,Local Used,113368.0,3700.0
6195000,Petrol,Automatic,Toyota,2009,Local Used,284870.0,2500.0
8400000,Petrol,Automatic,Dodge,2008,Foreign Used,271643.0,3700.0
6240000,Petrol,Automatic,Toyota,2003,Local Used,160932.0,1800.0
4160000,Petrol,Automatic,Honda,2004,Local Used,199331.0,2400.0
4160000,Petrol,Automatic,Toyota,2002,Local Used,250691.0,3000.0
3297000,Petrol,Automatic,Honda,2006,Local Used,147964.0,2400.0
5408000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,4505.0,2500.0
12792000,Petrol,Automatic,Toyota,2013,Local Used,91391.0,3500.0
20696000,Petrol,Automatic,Toyota,2012,Foreign Used,85444.0,2500.0
4784000,Petrol,Automatic,Toyota,2004,Local Used,403062.0,1800.0
6240000,Petrol,Automatic,Ford,2010,Local Used,219134.0,3500.0
3045000,Petrol,Automatic,Honda,2006,Local Used,340779.0,3000.0
10400000,Petrol,Automatic,Toyota,2012,Local Used,178049.0,1800.0
4935000,Petrol,Manual,Volkswagen,2009,Local Used,217378.0,2500.0
3528000,Petrol,Automatic,Toyota,2003,Local Used,365543.0,2400.0
5775000,Petrol,Automatic,Mercedes-Benz,2005,Local Used,376854.0,1800.0
7800000,Petrol,Automatic,Toyota,2004,Local Used,148460.0,1800.0
18720000,Petrol,Automatic,Lexus,2009,Foreign Used,247279.0,3500.0
5775000,Petrol,Automatic,Toyota,2006,Local Used,407483.0,3300.0
10500000,Petrol,Automatic,Land Rover,2011,Local Used,65038.0,5000.0
18900000,Petrol,Automatic,Land Rover,2015,Brand New,35879.0,3000.0
4725000,Petrol,Automatic,Toyota,2005,Local Used,166505.0,1800.0
4410000,Petrol,Automatic,Volkswagen,2008,Local Used,188912.0,1800.0
5720000,Petrol,Automatic,Toyota,2006,Local Used,194708.0,1800.0
3150000,Petrol,Automatic,Lexus,2000,Local Used,252803.0,3000.0
3952000,Petrol,Automatic,Honda,2003,Local Used,483437.0,2400.0
4725000,Petrol,Automatic,Hyundai,2009,Local Used,179927.0,2000.0
9450000,Petrol,Automatic,Toyota,2012,Local Used,243933.0,3500.0
8320000,Petrol,Automatic,Ford,2011,Local Used,53397.0,3500.0
10500000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,118754.0,3500.0
8320000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,297690.0,3500.0
27300000,Petrol,Automatic,Lexus,2016,Local Used,9535.0,3500.0
8190000,Petrol,Automatic,Ford,2014,Local Used,161315.0,3500.0
6032000,Petrol,Automatic,Toyota,2000,Local Used,178683.0,3500.0
5775000,Petrol,Automatic,Toyota,2009,Local Used,169987.0,2400.0
12600000,Petrol,Manual,Peugeot,2011,Foreign Used,97409.0,1600.0
4095000,Petrol,Automatic,Toyota,2004,Local Used,165237.0,1800.0
3640000,Petrol,Automatic,Toyota,2000,Local Used,222401.0,3000.0
15750000,Petrol,Automatic,Mitsubishi,2008,Local Used,136433.0,3500.0
3675000,Petrol,Automatic,Pontiac,2001,Local Used,104114.0,3400.0
7350000,Petrol,Automatic,BMW,2006,Local Used,308465.0,3000.0
3675000,Petrol,Automatic,Honda,2008,Local Used,451199.0,2000.0
16275000,Petrol,Automatic,Toyota,2011,Foreign Used,87080.0,2500.0
14040000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,87237.0,3500.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,559276.0,3300.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,559276.0,3300.0
26250000,Petrol,Automatic,Toyota,2015,Local Used,82363.0,2700.0
17902500,Petrol,Automatic,BMW,2016,Local Used,255959.0,2000.0
8840000,Petrol,Automatic,Ford,2013,Local Used,85542.0,3500.0
5250000,Petrol,Automatic,Toyota,2004,Local Used,290410.0,3300.0
3360000,Petrol,Manual,Peugeot,2003,Local Used,300342.0,1600.0
6195000,Petrol,Automatic,Toyota,2009,Local Used,342649.0,2400.0
3990000,Petrol,Manual,Nissan,2005,Local Used,341333.0,1800.0
12048750,Petrol,Automatic,Toyota,2010,Local Used,236601.0,3500.0
8840000,Petrol,Automatic,Toyota,2010,Local Used,153222.0,3500.0
5250000,Petrol,Automatic,Toyota,2005,Local Used,199177.0,4000.0
4935000,Petrol,Automatic,Honda,2009,Local Used,336770.0,2400.0
7297500,Petrol,Automatic,Volkswagen,2009,Foreign Used,147037.0,3700.0
18900000,Petrol,Automatic,Nissan,2016,Local Used,153557.0,2500.0
5250000,Petrol,CVT,Nissan,2013,Local Used,98432.0,1800.0
11025000,Petrol,Automatic,Mazda,2013,Foreign Used,125085.0,3700.0
9975000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,5362.0,3500.0
7800000,Petrol,Automatic,Acura,2007,Local Used,233314.0,3700.0
4410000,Petrol,Automatic,Toyota,2005,Local Used,99999.0,1800.0
8112000,Petrol,Automatic,Ford,2013,Local Used,107072.0,3500.0
6760000,Petrol,Automatic,Toyota,2005,Local Used,228098.0,3300.0
4515000,Petrol,Automatic,Toyota,2005,Local Used,169435.0,2400.0
7392000,Petrol,Automatic,Nissan,2011,Local Used,20700521.0,3500.0
4725000,Petrol,Automatic,Toyota,2005,Local Used,246600.0,2400.0
6760000,Petrol,Automatic,Toyota,2007,Local Used,431822.0,2400.0
4410000,Petrol,Automatic,Toyota,2005,Local Used,170961.0,2400.0
7800000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,113868.0,3500.0
3150000,Petrol,Manual,Peugeot,2003,Local Used,999999.0,1400.0
3608800,Petrol,Automatic,Honda,2003,Local Used,183092.0,2400.0
5250000,Petrol,Automatic,Land Rover,2005,Local Used,198518.0,4600.0
6825000,Petrol,Automatic,Toyota,2010,Local Used,245512.0,3500.0
24960000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,275238.0,3500.0
5775000,Petrol,Automatic,Toyota,2006,Local Used,298692.0,3300.0
7312500,Petrol,Automatic,Toyota,2002,Local Used,224461.0,3000.0
18000000,Petrol,Automatic,Toyota,2011,Local Used,120203.0,3500.0
10400000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,98973.0,3000.0
8944000,Petrol,Automatic,Toyota,2009,Local Used,80353.0,2400.0
8320000,Petrol,Automatic,Lexus,2007,Local Used,198852.0,3600.0
14625000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,195821.0,3500.0
6760000,Petrol,Automatic,Lexus,2003,Local Used,110815.0,3300.0
20475000,Petrol,Automatic,Toyota,2015,Foreign Used,129692.0,2700.0
17680000,Petrol,Automatic,Mercedes-Benz,2009,Foreign Used,151884.0,3500.0
8320000,Petrol,Automatic,Toyota,2006,Local Used,65911.0,3300.0
9048000,Petrol,Automatic,Ford,2013,Local Used,197612.0,3500.0
19760000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,133239.0,2000.0
15600000,Petrol,Automatic,Lexus,2004,Local Used,107779.0,4700.0
13520000,Petrol,Automatic,Toyota,2010,Foreign Used,78130.0,1600.0
8112000,Petrol,Automatic,Toyota,2007,Local Used,204951.0,3500.0
13520000,Petrol,Automatic,Lexus,2003,Local Used,133530.0,4700.0
12480000,Petrol,Automatic,Toyota,2012,Local Used,164625.0,3500.0
13520000,Petrol,Automatic,Toyota,2012,Local Used,248240.0,2500.0
7245000,Petrol,Automatic,Toyota,2010,Local Used,244140.0,1800.0
15600000,Petrol,Automatic,Toyota,2014,Foreign Used,154438.0,1800.0
14560000,Petrol,Automatic,Honda,2013,Local Used,131524.0,3500.0
8112000,Petrol,Automatic,Hyundai,2011,Local Used,194842.0,2400.0
5775000,Petrol,Automatic,Toyota,2009,Local Used,169987.0,2400.0
16640000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,94715.0,3500.0
6760000,Petrol,Automatic,Toyota,2007,Local Used,114408.0,2400.0
25200000,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,241420.0,2000.0
10400000,Petrol,Automatic,Honda,2006,Local Used,190226.0,3500.0
5720000,Petrol,Automatic,Toyota,2004,Local Used,119788.0,2400.0
7800000,Petrol,Automatic,Lexus,2006,Local Used,366607.0,4300.0
10400000,Petrol,Automatic,Toyota,2005,Local Used,128104.0,4700.0
13520000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,188555.0,3000.0
4680000,Petrol,Automatic,Honda,2006,Local Used,347842.0,2400.0
4200000,Petrol,Automatic,Toyota,2005,Local Used,211222.0,3300.0
5512000,Petrol,Automatic,Toyota,2003,Local Used,151179.0,2000.0
12480000,Petrol,Automatic,Toyota,2010,Local Used,200685.0,3500.0
6240000,Petrol,Automatic,Toyota,2004,Local Used,215904.0,2400.0
7875000,Petrol,CVT,Lexus,2007,Local Used,407196.0,3000.0
11960000,Petrol,Automatic,Lexus,2009,Local Used,318465.0,3500.0
11250000,Petrol,Automatic,Ford,2011,Local Used,81234.0,3500.0
9880000,Petrol,Automatic,Toyota,2010,Local Used,139528.0,1800.0
6760000,Petrol,Automatic,Toyota,2003,Local Used,224265.0,3000.0
4725000,Petrol,Automatic,Mazda,2005,Local Used,406390.0,3000.0
10125000,Petrol,Automatic,Toyota,2005,Local Used,370650.0,3300.0
13000000,Petrol,Automatic,Lexus,2011,Local Used,156801.0,3500.0
4160000,Petrol,Automatic,Lexus,2000,Local Used,221926.0,3000.0
20250000,Petrol,Automatic,Toyota,2013,Local Used,259047.0,3500.0
16312500,Petrol,Automatic,Toyota,2011,Local Used,386742.0,3500.0
8320000,Petrol,Automatic,Toyota,2005,Local Used,16644.0,3300.0
9000000,Petrol,Automatic,Toyota,2004,Local Used,192402.0,3300.0
7318500,Petrol,Automatic,Mercedes-Benz,2008,Local Used,288808.0,4600.0
19125000,Petrol,Automatic,Honda,2013,Local Used,155122.0,2400.0
18562500,Petrol,Automatic,Toyota,2016,Local Used,117677.0,1800.0
18720000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,229688.0,2000.0
18720000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,229688.0,2000.0
20250000,Petrol,Automatic,Land Rover,2013,Local Used,180899.0,2000.0
3150000,Petrol,Automatic,Ford,2005,Local Used,223669.0,3000.0
24750000,Petrol,Automatic,Mercedes-Benz,2016,Local Used,252275.0,2500.0
16875000,Petrol,Automatic,Honda,2016,Local Used,98811.0,2400.0
9000000,Petrol,Automatic,Toyota,2004,Local Used,247162.0,2400.0
10687500,Petrol,Automatic,Mercedes-Benz,2008,Local Used,206314.0,3500.0
14062500,Petrol,Automatic,Toyota,2010,Local Used,121648.0,3500.0
3486000,Petrol,Automatic,Nissan,2003,Local Used,124862.0,3508.0
22880000,Petrol,Automatic,Mercedes-Benz,2011,Foreign Used,223445.0,3000.0
5720000,Petrol,Automatic,Lexus,2004,Local Used,107979.0,3300.0
6448000,Petrol,Automatic,Toyota,2008,Local Used,239426.0,3500.0
10400000,Diesel,Automatic,Mercedes-Benz,2008,Local Used,160108.0,3000.0
6750000,Petrol,Automatic,Nissan,2010,Local Used,149297.0,2500.0
5625000,Petrol,Automatic,Hyundai,2008,Local Used,177174.0,2000.0
7312500,Petrol,Automatic,Toyota,2006,Local Used,299999.0,1800.0
9225000,Hybrid,Automatic,Toyota,2009,Local Used,519198.0,2400.0
22500000,Petrol,Automatic,Lexus,2008,Local Used,328582.0,3500.0
18200000,Petrol,Automatic,Mercedes-Benz,2013,Foreign Used,255677.0,3500.0
3832500,Petrol,Automatic,Hyundai,2007,Local Used,124920.0,2700.0
22500000,Petrol,Automatic,Lexus,2010,Local Used,249747.0,3500.0
4725000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,348515.0,2600.0
7312500,Petrol,Automatic,Mazda,2007,Local Used,296919.0,2300.0
12150000,Petrol,Automatic,Toyota,2007,Local Used,175088.0,3300.0
4680000,Petrol,Automatic,Toyota,2000,Local Used,232287.0,3000.0
12075000,Petrol,Automatic,Toyota,2009,Local Used,32227.0,3500.0
5962500,Petrol,Automatic,Toyota,2003,Local Used,181026.0,1800.0
12150000,Petrol,Automatic,Toyota,2007,Local Used,175088.0,3300.0
4680000,Petrol,Automatic,Toyota,2000,Local Used,232287.0,3000.0
12075000,Petrol,Automatic,Toyota,2009,Local Used,32227.0,3500.0
5962500,Petrol,Automatic,Toyota,2003,Local Used,181026.0,1800.0
21937500,Petrol,Automatic,Toyota,2015,Local Used,163040.0,3500.0
8320000,Petrol,Automatic,Toyota,2010,Local Used,75057.0,2500.0
10125000,Petrol,Automatic,Honda,2008,Local Used,154786.0,3400.0
10500000,Petrol,Automatic,Toyota,2010,Foreign Used,244609.0,1800.0
8840000,Petrol,Automatic,Toyota,2009,Local Used,191998.0,3500.0
10400000,Petrol,Automatic,Ford,2014,Local Used,237776.0,3500.0
6510000,Petrol,Automatic,Nissan,2008,Local Used,48696.0,5600.0
7770000,Petrol,Automatic,Nissan,2005,Local Used,353908.0,4000.0
7350000,Petrol,Manual,Volkswagen,2001,Foreign Used,224245.0,1800.0
4680000,Petrol,Automatic,Toyota,2002,Local Used,291264.0,2400.0
8400000,Petrol,Automatic,Toyota,2011,Local Used,244626.0,1800.0
5720000,Petrol,Automatic,Toyota,2008,Local Used,296703.0,1500.0
4305000,Petrol,Automatic,Honda,2006,Local Used,260703.0,2400.0
8820000,Petrol,Automatic,Land Rover,2008,Local Used,190031.0,4400.0
5565000,Petrol,CVT,Nissan,2014,Local Used,131987.0,1500.0
27040000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,217766.0,3500.0
11960000,Petrol,Automatic,Toyota,2012,Local Used,155478.0,2500.0
15496000,Petrol,Automatic,Honda,2014,Foreign Used,349403.0,3000.0
17680000,Petrol,Automatic,Toyota,2010,Local Used,41838.0,2700.0
7675500,Petrol,Automatic,Lexus,2008,Local Used,523424.0,3300.0
4620000,Petrol,Automatic,Lexus,2002,Local Used,123401.0,3500.0
12075000,Petrol,Automatic,Toyota,2012,Local Used,107618.0,3500.0
5512000,Petrol,Automatic,Toyota,2002,Local Used,264000.0,3000.0
9450000,Petrol,Automatic,BMW,2008,Local Used,171585.0,3000.0
3200000,Petrol,Automatic,Nissan,2012,Local Used,104636.0,2000.0
5250000,Petrol,Automatic,Hyundai,2009,Local Used,322456.0,2000.0
3536000,Petrol,Automatic,Honda,2006,Local Used,208234.0,2400.0
23400000,Petrol,Automatic,Toyota,2012,Foreign Used,228197.0,3500.0
7350000,Petrol,Automatic,Toyota,2010,Local Used,193674.0,2500.0
7280000,Petrol,Automatic,Pontiac,2004,Local Used,299999.0,1800.0
7280000,Petrol,Automatic,Toyota,2010,Local Used,97263.0,1800.0
6069000,Petrol,Automatic,Toyota,2007,Local Used,136475.0,2400.0
11550000,Petrol,Automatic,Ford,2011,Local Used,181517.0,3500.0
10400000,Petrol,Automatic,Toyota,2008,Local Used,183662.0,3500.0
9450000,Petrol,Automatic,Nissan,2009,Local Used,108039.0,5600.0
8925000,Petrol,Automatic,Toyota,2010,Foreign Used,100143.0,1800.0
7350000,Petrol,Automatic,Toyota,2011,Local Used,342483.0,2500.0
6300000,Petrol,Automatic,Ford,2005,Foreign Used,320371.0,4000.0
4680000,Petrol,Automatic,Toyota,2003,Local Used,293662.0,1800.0
3675000,Petrol,Automatic,Acura,2001,Local Used,328098.0,3500.0
5400000,Petrol,Automatic,Toyota,2003,Local Used,209511.0,2400.0
4160000,Petrol,Automatic,Toyota,2002,Local Used,204213.0,3000.0
5040000,Petrol,Automatic,Toyota,2005,Local Used,235223.0,1800.0
3675000,Petrol,Automatic,Infiniti,2002,Local Used,209090.0,3500.0
7312500,Petrol,Automatic,Toyota,2009,Local Used,384807.0,3500.0
15225000,Petrol,Automatic,Nissan,2018,Foreign Used,76319.0,2500.0
13520000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,158952.0,3500.0
10500000,Petrol,Automatic,Toyota,2008,Local Used,214457.0,3500.0
15600000,Petrol,Automatic,Toyota,2015,Foreign Used,281666.0,1800.0
6552000,Petrol,Automatic,Lexus,2004,Local Used,178995.0,3300.0
10500000,Petrol,Automatic,Kia,2012,Foreign Used,260880.0,3000.0
4680000,Petrol,Automatic,Toyota,2003,Local Used,296435.0,3000.0
14800000,Petrol,Automatic,Lexus,2008,Foreign Used,399167.0,3500.0
6300000,Petrol,Automatic,Chevrolet,2014,Local Used,149591.0,2500.0
5071500,Petrol,Automatic,Toyota,2008,Local Used,253741.0,3500.0
9450000,Petrol,Automatic,GMC,2009,Local Used,270716.0,3600.0
3696000,Petrol,Automatic,Nissan,1998,Local Used,623467.0,4500.0
4695000,Petrol,Automatic,Toyota,2002,Local Used,215025.0,2400.0
3150000,Petrol,Manual,Nissan,2004,Local Used,267118.0,1800.0
4200000,Petrol,Automatic,Infiniti,2006,Local Used,258440.0,3500.0
8400000,Petrol,Automatic,Audi,2008,Local Used,303498.0,3600.0
14280000,Petrol,Automatic,Toyota,2011,Foreign Used,174249.0,2700.0
24543750,Petrol,Automatic,Lexus,2014,Foreign Used,247154.0,3500.0
13312000,Petrol,Automatic,Acura,2010,Foreign Used,150416.0,3700.0
16800000,Petrol,Automatic,Ford,2019,Local Used,45593.0,1500.0
8320000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,213843.0,3000.0
5928000,Petrol,Automatic,Lexus,2003,Local Used,214457.0,3300.0
9360000,Petrol,Automatic,Toyota,2007,Local Used,264647.0,3300.0
9975000,Petrol,Automatic,Honda,2014,Local Used,86998.0,3500.0
13335000,Petrol,Automatic,Dodge,2013,Foreign Used,102491.0,2400.0
13335000,Petrol,Automatic,Dodge,2013,Foreign Used,102491.0,2400.0
15600000,Petrol,Automatic,Land Rover,2012,Local Used,143940.0,2000.0
17680000,Petrol,Automatic,Land Rover,2012,Foreign Used,310699.0,5000.0
6300000,Petrol,Automatic,Toyota,2003,Brand New,147480.0,3500.0
3328000,Petrol,Automatic,Honda,2004,Local Used,310263.0,2400.0
6300000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,177446.0,4700.0
21937500,Petrol,Automatic,Toyota,2015,Local Used,291451.0,2500.0
3200000,Petrol,Automatic,Nissan,2012,Local Used,104636.0,2000.0
16640000,Petrol,Automatic,Toyota,2012,Local Used,151838.0,3500.0
17850000,Petrol,Automatic,Hyundai,2015,Foreign Used,233520.0,3300.0
20800000,Petrol,Automatic,Honda,2017,Local Used,91976.0,2400.0
17680000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,335091.0,4600.0
5408000,Petrol,Automatic,Toyota,2004,Local Used,377461.0,2500.0
16275000,Petrol,Automatic,Lexus,2010,Local Used,190532.0,3500.0
9360000,Petrol,Automatic,Honda,2009,Foreign Used,127467.0,3500.0
6240000,Petrol,Automatic,Toyota,2003,Local Used,311527.0,3000.0
8925000,Petrol,Automatic,Honda,2008,Foreign Used,125314.0,3500.0
4904235,Petrol,Automatic,Toyota,2004,Local Used,453259.0,3300.0
9450000,Petrol,Automatic,Toyota,2011,Local Used,139344.0,3500.0
6510000,Petrol,Automatic,Audi,2008,Local Used,547573.0,3100.0
17850000,Petrol,Automatic,Dodge,2013,Foreign Used,303611.0,5700.0
5200000,Petrol,Automatic,Toyota,2002,Local Used,438470.0,2500.0
9048000,Petrol,Automatic,Toyota,2011,Local Used,293929.0,2500.0
24150000,Petrol,Automatic,BMW,2015,Local Used,75215.0,2000.0
3565000,Petrol,Automatic,Honda,2007,Local Used,129224.0,2400.0
4935000,Petrol,Automatic,Toyota,2004,Local Used,432587.0,3000.0
7560000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,167661.0,3000.0
3150000,Petrol,Automatic,Toyota,1999,Local Used,179136.0,3000.0
4725000,Petrol,Manual,Toyota,2005,Local Used,130012.0,1800.0
20800000,Petrol,Automatic,Lexus,2014,Local Used,93428.0,3500.0
3360000,Petrol,Automatic,Ford,2006,Local Used,25326.0,3000.0
8400000,Petrol,Automatic,Lexus,2002,Foreign Used,85635.0,3300.0
14700000,Petrol,Automatic,Toyota,2015,Foreign Used,126100.0,1800.0
9880000,Petrol,Automatic,Lexus,2008,Local Used,253247.0,3500.0
22680000,Petrol,Automatic,Toyota,2017,Foreign Used,325276.0,2500.0
10500000,Petrol,Automatic,Lexus,2011,Local Used,62256.0,4600.0
6240000,Petrol,Automatic,Toyota,2004,Local Used,127267.0,1800.0
7280000,Hybrid,Automatic,Toyota,2007,Local Used,256097.0,2400.0
5250000,Petrol,Automatic,Toyota,2003,Local Used,20285.0,4700.0
5512000,Petrol,Automatic,Toyota,2004,Local Used,318687.0,3300.0
6069000,Petrol,Automatic,Toyota,2006,Local Used,121864.0,3300.0
5200000,Petrol,Automatic,Honda,2006,Local Used,215234.0,3500.0
5512000,Petrol,Automatic,Toyota,2004,Local Used,318687.0,3300.0
6864000,Petrol,Automatic,Toyota,2008,Local Used,164651.0,2400.0
4707937,Petrol,Automatic,Ford,2007,Local Used,165535.0,3500.0
6240000,Petrol,Automatic,Toyota,2004,Local Used,89536.0,2400.0
6825000,Petrol,Automatic,Ford,2010,Local Used,293477.0,4000.0
6760000,Petrol,Automatic,Toyota,2004,Local Used,265096.0,3600.0
8840000,Petrol,Automatic,Lexus,2004,Local Used,335330.0,3300.0
27040000,Petrol,Automatic,Toyota,2015,Foreign Used,121971.0,3500.0
4095000,Petrol,Automatic,Mazda,2000,Local Used,218733.0,2500.0
8528000,Petrol,Automatic,Lexus,2006,Local Used,309628.0,2500.0
15600000,Petrol,Automatic,Toyota,2012,Foreign Used,58639.0,3500.0
24990000,Petrol,Automatic,Lexus,2015,Foreign Used,309702.0,3500.0
9152000,Petrol,Automatic,Lexus,2008,Local Used,113762.0,3500.0
13520000,Petrol,Automatic,Toyota,2013,Foreign Used,159622.0,1800.0
5880000,Petrol,Automatic,Lexus,2005,Local Used,132454.0,3300.0
11960000,Hybrid,Automatic,Toyota,2010,Foreign Used,122727.0,2400.0
5720000,Petrol,Automatic,Lexus,2003,Local Used,98868.0,3000.0
9450000,Petrol,Automatic,Land Rover,2006,Local Used,330118.0,4400.0
9450000,Petrol,Automatic,Honda,2014,Local Used,44479.0,3500.0
5408000,Petrol,Automatic,Toyota,2002,Local Used,416522.0,2400.0
3600000,Petrol,Automatic,Toyota,2001,Local Used,122913.0,3800.0
9030000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,200000.0,3500.0
11000000,Petrol,Automatic,Toyota,2008,Local Used,205054.0,3500.0
18375000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,70857.0,4600.0
6760000,Petrol,Automatic,Toyota,2005,Local Used,104537.0,3300.0
12075000,Petrol,Automatic,BMW,2011,Local Used,217315.0,4400.0
13520000,Petrol,Automatic,Lexus,2007,Local Used,257161.0,3500.0
6448000,Petrol,Automatic,Toyota,2005,Local Used,454533.0,1800.0
17430000,Petrol,Automatic,Lexus,2013,Local Used,253200.0,3500.0
6011200,Petrol,Automatic,Toyota,2003,Local Used,166067.0,2400.0
8400000,Petrol,Automatic,Lexus,2009,Local Used,276256.0,3500.0
5720000,Petrol,Automatic,Toyota,2006,Local Used,393044.0,1400.0
9450000,Petrol,Automatic,Toyota,2006,Local Used,139664.0,4700.0
10500000,Petrol,Automatic,Toyota,2010,Foreign Used,433662.0,1800.0
6720000,Petrol,Automatic,Toyota,2008,Local Used,248717.0,2400.0
7770000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,164471.0,4700.0
6240000,Petrol,Automatic,Toyota,2003,Local Used,300542.0,1800.0
26250000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,261010.0,4700.0
8840000,Petrol,Automatic,Honda,2011,Local Used,151113.0,3500.0
8840000,Petrol,Automatic,Honda,2011,Local Used,151113.0,3500.0
3484000,Petrol,Automatic,Honda,2004,Local Used,252881.0,2400.0
6825000,Petrol,Automatic,Acura,2008,Local Used,146223.0,2300.0
9450000,Petrol,Automatic,Lexus,2006,Local Used,198182.0,4700.0
13520000,Petrol,Automatic,Toyota,2012,Foreign Used,198782.0,1500.0
3465000,Petrol,Manual,Peugeot,2006,Local Used,227144.0,1800.0
14560000,Petrol,Automatic,Toyota,2016,Local Used,311846.0,2400.0
9360000,Petrol,Automatic,Toyota,2007,Local Used,17335.0,3500.0
23100000,Petrol,Automatic,Toyota,2018,Local Used,66928.0,3000.0
7800000,Petrol,Automatic,Toyota,2010,Local Used,284899.0,1800.0
3990000,Petrol,Automatic,Lexus,1998,Local Used,436873.0,3000.0
6240000,Petrol,Automatic,Infiniti,2006,Local Used,127353.0,3500.0
8840000,Petrol,Automatic,Honda,2012,Local Used,225185.0,3500.0
14976000,Petrol,Automatic,Toyota,2013,Local Used,195035.0,3500.0
5985000,Petrol,Automatic,Toyota,2009,Local Used,279715.0,1800.0
4725000,Petrol,Automatic,Toyota,2006,Local Used,385934.0,1800.0
8840000,Petrol,Automatic,Lexus,2008,Local Used,137431.0,3000.0
9048000,Petrol,Automatic,Toyota,2010,Local Used,292618.0,1800.0
15600000,Petrol,Automatic,Toyota,2015,Foreign Used,175022.0,1800.0
8070400,Petrol,Automatic,Toyota,2010,Local Used,439187.0,1800.0
5985000,Petrol,Automatic,Toyota,2007,Local Used,165623.0,2400.0
23920000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,288024.0,3500.0
6825000,Petrol,Automatic,Toyota,2009,Local Used,41494.0,1800.0
5200000,Petrol,Automatic,Honda,2005,Local Used,335366.0,2400.0
7800000,Petrol,Automatic,Honda,2011,Local Used,104465.0,3500.0
7875000,Petrol,Automatic,Toyota,2005,Foreign Used,1398397.0,1800.0
7800000,Petrol,Automatic,Honda,2011,Local Used,104465.0,3500.0
7875000,Petrol,Automatic,Toyota,2005,Foreign Used,1398397.0,1800.0
6240000,Petrol,Automatic,Toyota,2006,Local Used,350691.0,2000.0
8400000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,97850.0,3600.0
4160000,Petrol,Automatic,Acura,2005,Local Used,389028.0,3500.0
5250000,Petrol,Automatic,Toyota,2002,Local Used,1464.0,3000.0
13000000,Petrol,Automatic,Lexus,2010,Local Used,260170.0,3500.0
6720000,Petrol,Automatic,Toyota,2007,Local Used,113156.0,3500.0
5512000,Petrol,Automatic,Toyota,2006,Local Used,140322.0,1800.0
19760000,Petrol,Automatic,Toyota,2015,Local Used,159593.0,3500.0
8320000,Petrol,Automatic,Toyota,2006,Local Used,134804.0,3300.0
8216000,Petrol,Automatic,Toyota,2010,Local Used,200797.0,1800.0
13000000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,227644.0,3500.0
5775000,Petrol,Automatic,Toyota,2005,Local Used,306284.0,3300.0
15600000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,231624.0,3500.0
7875000,Petrol,Automatic,Lexus,2007,Foreign Used,141374.0,3500.0
4680000,Petrol,Automatic,Toyota,2005,Local Used,179422.0,2400.0
5928000,Petrol,Automatic,Toyota,2004,Local Used,132255.0,3300.0
