price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size
3780000,Petrol,Automatic,Lexus,2002,Local Used,309900.0,3000.0
4830000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,79191.0,3500.0
4620000,Petrol,Automatic,Toyota,2004,Local Used,119409.0,3300.0
17850000,Petrol,Automatic,JAC,2022,Local Used,24679.0,1500.0
3120000,Petrol,Automatic,Honda,2003,Local Used,220312.0,2400.0
4200000,Petrol,Automatic,Honda,2008,Local Used,122755.0,2400.0
4461450,Petrol,Automatic,Honda,2008,Local Used,233735.0,2400.0
17850000,Petrol,Automatic,JAC,2022,Local Used,24679.0,1500.0
4725000,Petrol,Automatic,Toyota,2008,Local Used,273944.0,2400.0
5250000,Petrol,Automatic,Mitsubishi,2010,Local Used,159952.0,3000.0
4461450,Petrol,Automatic,Honda,2008,Local Used,233735.0,2400.0
5775000,Petrol,Automatic,Honda,2007,Local Used,148094.0,2400.0
10500000,Petrol,Automatic,Volvo,2011,Local Used,121851.0,2500.0
5218500,Petrol,Automatic,Toyota,2009,Local Used,301558.0,2400.0
5775000,Petrol,Automatic,Toyota,2008,Local Used,165759.0,1800.0
6594000,Petrol,Automatic,Toyota,2011,Local Used,197989.0,2500.0
18900000,Petrol,Automatic,Lexus,2016,Local Used,161165.0,3500.0
10920000,Petrol,Manual,Toyota,2014,Local Used,157552.0,2000.0
4935000,Petrol,Manual,Honda,2007,Local Used,125657.0,2400.0
3990000,Petrol,Automatic,Mazda,2004,Local Used,253674.0,2300.0
4032000,Petrol,Automatic,Ford,2008,Local Used,366692.0,3500.0
4200000,Petrol,Automatic,Toyota,2004,Local Used,441165.0,1800.0
4410000,Petrol,Automatic,Toyota,2003,Local Used,202424.0,3000.0
3990000,Petrol,Automatic,Mazda,2004,Local Used,253674.0,2300.0
4830000,Petrol,Automatic,Lexus,2007,Local Used,382253.0,3500.0
4515000,Petrol,Automatic,Honda,2008,Local Used,286383.0,3500.0
4200000,Petrol,Manual,Toyota,2009,Local Used,216025.0,1800.0
8400000,Petrol,Automatic,Toyota,2003,Local Used,198251.0,3400.0
4032000,Petrol,Automatic,Ford,2008,Local Used,366692.0,3500.0
5250000,Petrol,Automatic,Toyota,2005,Local Used,133085.0,3300.0
3990000,Petrol,Automatic,Honda,2008,Local Used,299012.0,2400.0
5775000,Petrol,Manual,Toyota,2001,Foreign Used,361460.0,1000.0
5460000,Petrol,Automatic,Toyota,2007,Local Used,264194.0,2400.0
5565000,Petrol,Manual,Kia,2011,Local Used,116333.0,2000.0
4200000,Petrol,Manual,Toyota,2009,Local Used,216025.0,1800.0
5565000,Petrol,Manual,Kia,2011,Local Used,116333.0,2000.0
5460000,Petrol,Automatic,Kia,2011,Local Used,155790.0,2000.0
3744000,Petrol,Automatic,Honda,2006,Local Used,190758.0,2400.0
5460000,Petrol,Automatic,Toyota,2007,Local Used,264194.0,2400.0
4935000,Petrol,Automatic,Ford,2011,Local Used,139715.0,3500.0
4725000,Petrol,Automatic,Honda,2008,Local Used,82728.0,2400.0
3360000,Petrol,Automatic,Honda,2006,Local Used,246863.0,3500.0
4200000,Petrol,Automatic,Honda,2009,Local Used,248867.0,3500.0
4700000,Petrol,Automatic,Kia,2012,Local Used,159723.0,1600.0
4410000,Petrol,Automatic,Toyota,2007,Local Used,196176.0,2400.0
3570000,Petrol,Automatic,Toyota,2001,Local Used,188582.0,3000.0
7350000,Petrol,Automatic,Audi,2007,Local Used,328777.0,3600.0
5775000,Petrol,Automatic,Lexus,2007,Local Used,316069.0,3500.0
9000000,Petrol,Automatic,Toyota,2010,Local Used,462033.0,2500.0
5775000,Petrol,Automatic,Lexus,2007,Local Used,316069.0,3500.0
5460000,Petrol,Automatic,Toyota,2008,Local Used,262892.0,2400.0
4305000,Petrol,Automatic,Toyota,1993,Local Used,216003.0,2400.0
4410000,Petrol,Automatic,Toyota,2005,Local Used,164134.0,4700.0
10869600,Petrol,Automatic,Land Rover,2012,Local Used,58732.0,2000.0
4576000,Petrol,Automatic,Lexus,2003,Local Used,403334.0,3000.0
5250000,Petrol,Automatic,Mercedes-Benz,2002,Foreign Used,264309.0,1800.0
7800000,Petrol,Automatic,Honda,2010,Local Used,136036.0,3500.0
17850000,Petrol,Automatic,Lexus,2012,Local Used,52406.0,3500.0
5720000,Petrol,Automatic,Lexus,2002,Local Used,199183.0,3000.0
4410000,Petrol,Automatic,Toyota,2009,Local Used,290681.0,1800.0
7035000,Petrol,Automatic,Toyota,2009,Local Used,89733.0,2000.0
5250000,Petrol,Automatic,Hyundai,2012,Local Used,207979.0,2400.0
21375000,Petrol,Automatic,Toyota,2013,Foreign Used,104513.0,3500.0
4680000,Petrol,Automatic,Toyota,2005,Local Used,140593.0,2000.0
4680000,Petrol,Automatic,Toyota,2005,Local Used,140593.0,2000.0
4725000,Petrol,Automatic,Honda,2008,Local Used,79444.0,3500.0
5720000,Petrol,Automatic,Lexus,2002,Local Used,199183.0,3000.0
10185000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,110792.0,3500.0
3360000,Petrol,Automatic,Acura,2005,Local Used,280546.0,3600.0
19687500,Petrol,Automatic,Toyota,2008,Foreign Used,404374.0,3500.0
9360000,Petrol,Automatic,Toyota,2006,Foreign Used,292301.0,1800.0
4200000,Petrol,Automatic,Toyota,2005,Local Used,261183.0,1800.0
5775000,Petrol,CVT,Toyota,2010,Local Used,217520.0,1800.0
5250000,Petrol,Automatic,Acura,2012,Local Used,1.0,3500.0
3675000,Petrol,Automatic,Subaru,2002,Local Used,213054.0,2500.0
9975000,Petrol,Automatic,Ford,2014,Foreign Used,11111.0,2400.0
5460000,Petrol,Automatic,Acura,2005,Foreign Used,334160.0,3500.0
6825000,Petrol,Automatic,Kia,2007,Local Used,50533.0,2500.0
3360000,Petrol,Automatic,Honda,2006,Local Used,173229.0,2400.0
7875000,Petrol,Automatic,BMW,2006,Foreign Used,287771.0,2500.0
3640000,Petrol,Automatic,Toyota,2001,Local Used,169757.0,2000.0
4725000,Petrol,Automatic,Toyota,2006,Local Used,412776.0,2400.0
7560000,Petrol,Automatic,Toyota,2008,Local Used,109481.0,2800.0
7980000,Petrol,Automatic,Lexus,2008,Local Used,216218.0,3500.0
3885000,Petrol,Automatic,Toyota,2005,Local Used,187771.0,3300.0
5775000,Petrol,Automatic,BMW,2003,Local Used,187233.0,4400.0
4200000,Petrol,Automatic,Infiniti,2004,Local Used,155626.0,3500.0
4680000,Petrol,Automatic,Honda,2007,Local Used,165045.0,1600.0
3465000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,218784.0,3000.0
5775000,Petrol,Automatic,Mazda,2009,Local Used,146971.0,2000.0
4680000,Petrol,Automatic,Honda,2007,Local Used,165045.0,1600.0
6300000,Petrol,Automatic,Toyota,2011,Local Used,222326.0,2000.0
26250000,Petrol,Automatic,Porsche,2016,Local Used,80429.0,3600.0
4074000,Petrol,Automatic,Toyota,2003,Local Used,439602.0,1800.0
3990000,Petrol,Automatic,Toyota,2003,Local Used,233748.0,1800.0
3640000,Petrol,Manual,Peugeot,2003,Local Used,278135.0,1800.0
5880000,Petrol,Automatic,Lexus,2006,Local Used,254558.0,3300.0
8400000,Petrol,Automatic,Volkswagen,2007,Foreign Used,201495.0,2000.0
3990000,Petrol,Automatic,Toyota,2008,Local Used,192639.0,1800.0
3640000,Petrol,Automatic,Toyota,2000,Local Used,432297.0,3000.0
6615000,Petrol,Automatic,Lexus,2009,Local Used,113648.0,3500.0
5250000,Petrol,Manual,Toyota,2004,Local Used,180258.0,1800.0
9000000,Petrol,Automatic,Lexus,2007,Local Used,339092.0,3500.0
6187500,Petrol,Automatic,Toyota,2006,Local Used,271085.0,1800.0
5250000,Petrol,Automatic,Volkswagen,2010,Local Used,115068.0,2500.0
5880000,Petrol,Automatic,Lexus,2006,Local Used,254558.0,3300.0
7980000,Petrol,Automatic,Lexus,2008,Local Used,216218.0,3500.0
3640000,Petrol,Automatic,Toyota,2000,Local Used,432297.0,3000.0
3045000,Petrol,Automatic,Honda,2007,Local Used,283171.0,3000.0
15750000,Petrol,CVT,Nissan,2011,Local Used,338202.0,3500.0
3837750,Petrol,Automatic,Honda,2007,Local Used,562187.0,1800.0
9000000,Petrol,Automatic,Lexus,2007,Local Used,339092.0,3500.0
7300000,Petrol,Automatic,Toyota,2008,Local Used,149915.0,1800.0
6187500,Petrol,Automatic,Toyota,2006,Local Used,271085.0,1800.0
7300000,Petrol,Automatic,Toyota,2009,Local Used,278845.0,3500.0
5208000,Petrol,Automatic,Volkswagen,2012,Local Used,139166.0,3200.0
3780000,Petrol,Automatic,Toyota,1996,Local Used,891600.0,2200.0
5775000,Petrol,Automatic,BMW,2003,Local Used,187233.0,4400.0
4620000,Petrol,Automatic,Ford,2007,Local Used,191625.0,3500.0
3150000,Petrol,Manual,Peugeot,2000,Local Used,226353.0,1400.0
3150000,Petrol,Manual,Nissan,2010,Local Used,2227512.0,1600.0
4680000,Petrol,Automatic,Toyota,2003,Local Used,224727.0,2400.0
11440000,Petrol,Automatic,Acura,2010,Local Used,223954.0,3700.0
5208000,Petrol,Automatic,Volkswagen,2012,Local Used,139166.0,3200.0
3780000,Petrol,Automatic,Toyota,1996,Local Used,891600.0,2200.0
2520000,Petrol,Automatic,Honda,2003,Local Used,188642.0,2400.0
6750000,Petrol,Automatic,Mercedes-Benz,2002,Local Used,176720.0,3500.0
3675000,Petrol,Automatic,Ford,2007,Local Used,149069.0,3500.0
2625000,Petrol,Automatic,Honda,2003,Local Used,269598.0,3000.0
4830000,Petrol,Automatic,Toyota,2004,Local Used,147666.0,3300.0
4368000,Petrol,Automatic,Toyota,2005,Local Used,275315.0,1800.0
4200000,Petrol,Automatic,Mercedes-Benz,2004,Local Used,2500.0,3200.0
2625000,Petrol,Automatic,Toyota,2001,Local Used,376939.0,3000.0
4725000,Petrol,Automatic,Toyota,2007,Foreign Used,50687.0,2400.0
3837750,Petrol,Automatic,Honda,2007,Local Used,562187.0,1800.0
3150000,Petrol,Automatic,Toyota,2003,Local Used,334774.0,1800.0
8925000,Petrol,Automatic,Kia,2011,Foreign Used,251343.0,2400.0
2625000,Petrol,Automatic,Honda,1997,Local Used,312453.0,1600.0
3465000,Petrol,Automatic,Toyota,2000,Local Used,326803.0,3000.0
11550000,Petrol,Automatic,Audi,2014,Local Used,42687.0,3000.0
2940000,Petrol,Manual,Peugeot,2003,Local Used,200885.0,2000.0
3150000,Petrol,Automatic,Honda,2003,Local Used,168292.0,3500.0
7875000,Petrol,Automatic,Audi,2013,Local Used,131017.0,3200.0
3885000,Petrol,Automatic,Chevrolet,2006,Local Used,158879.0,3500.0
4725000,Petrol,Automatic,Mitsubishi,2009,Local Used,161032.0,2000.0
3780000,Petrol,Automatic,Toyota,2003,Local Used,310752.0,1500.0
3150000,Petrol,Automatic,Nissan,2005,Local Used,317370.0,1500.0
7350000,Petrol,CVT,Audi,2009,Local Used,240383.0,3500.0
3150000,Petrol,Automatic,Hyundai,2002,Local Used,210648.0,2700.0
3465000,Petrol,Automatic,Kia,2008,Local Used,141016.0,1600.0
11250000,Petrol,Automatic,Honda,2010,Foreign Used,211795.0,3500.0
4200000,Petrol,Automatic,Mercedes-Benz,2004,Local Used,1.0,2000.0
5962500,Petrol,Automatic,Ford,2010,Local Used,218955.0,3500.0
4042500,Petrol,Automatic,Mercedes-Benz,2002,Local Used,357466.0,1800.0
3570000,Petrol,Automatic,Toyota,2002,Local Used,362175.0,2000.0
25875000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,210020.0,3500.0
6090000,Petrol,Automatic,Honda,2009,Local Used,244641.0,1500.0
4095000,Petrol,Automatic,Toyota,2003,Local Used,101224.0,2400.0
3927000,Petrol,Automatic,Honda,2006,Local Used,109443.0,2400.0
3927000,Petrol,Automatic,Honda,2006,Local Used,109443.0,2400.0
3465000,Petrol,Automatic,Toyota,2004,Local Used,119065.0,2400.0
2940000,Petrol,Automatic,Toyota,2001,Local Used,323295.0,2000.0
3848000,Petrol,Automatic,Honda,2006,Local Used,143777.0,1800.0
6300000,Petrol,Manual,Peugeot,2003,Foreign Used,505054.0,1600.0
2835000,Petrol,Automatic,Toyota,2000,Local Used,216273.0,3000.0
14700000,Petrol,Automatic,Hyundai,2016,Foreign Used,177447.0,2400.0
3150000,Petrol,Automatic,Mercedes-Benz,2003,Local Used,169495.0,1800.0
5250000,Petrol,Automatic,BMW,2008,Local Used,218281.0,3000.0
23625000,Petrol,Automatic,Lexus,2011,Foreign Used,89555.0,3500.0
17437500,Petrol,Automatic,Lexus,2011,Local Used,171126.0,3500.0
3360000,Petrol,Automatic,Peugeot,2007,Local Used,763145.0,1600.0
4116000,Petrol,Automatic,Toyota,2004,Local Used,142146.0,1800.0
7875000,Petrol,Automatic,Acura,2010,Local Used,105043.0,3700.0
3360000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,256925.0,2500.0
3360000,Petrol,Automatic,Acura,2006,Local Used,255580.0,2500.0
3307500,Petrol,Automatic,Mazda,2008,Local Used,405354.0,2000.0
2625000,Petrol,Manual,Volkswagen,1999,Local Used,333870.0,1800.0
22500000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,253318.0,2000.0
2415000,Diesel,Automatic,SsangYong,2006,Local Used,348151.0,2700.0
3129000,Petrol,Automatic,Toyota,2001,Local Used,193881.0,2000.0
4200000,Petrol,Automatic,Toyota,2008,Local Used,208430.0,1800.0
3948000,Petrol,Automatic,Toyota,2003,Local Used,75927.0,2400.0
10263750,Petrol,Automatic,Toyota,2010,Foreign Used,313156.0,2500.0
3360000,Petrol,Automatic,Kia,2007,Local Used,250000.0,2000.0
4095000,Petrol,Manual,Toyota,2012,Local Used,179939.0,1400.0
4095000,Petrol,Manual,Toyota,2012,Local Used,179939.0,1400.0
4725000,Petrol,Manual,Honda,2009,Local Used,111000.0,1500.0
3150000,Petrol,Automatic,Toyota,1999,Local Used,248150.0,3000.0
3045000,Petrol,Manual,Nissan,2003,Local Used,135189.0,1800.0
5616000,Petrol,Automatic,Toyota,2007,Local Used,244894.0,2400.0
2730000,Petrol,Automatic,Honda,1998,Local Used,301825.0,2400.0
4200000,Petrol,Manual,Peugeot,2005,Foreign Used,155188.0,1400.0
13000000,Petrol,Automatic,Hyundai,2015,Local Used,264664.0,2400.0
7140000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,88555.0,3000.0
20250000,Petrol,Automatic,Lexus,2010,Local Used,153740.0,3500.0
3150000,Petrol,Automatic,Mazda,2009,Local Used,326441.0,2000.0
7386750,Petrol,Automatic,Lexus,2008,Local Used,177283.0,4700.0
4200000,Petrol,Automatic,Honda,2007,Local Used,164346.0,2400.0
4200000,Petrol,Automatic,Honda,2007,Local Used,164346.0,2400.0
4305000,Petrol,Automatic,BMW,2005,Local Used,77550.0,3000.0
4016250,Petrol,Automatic,Honda,2008,Local Used,254163.0,1800.0
2940000,Petrol,Automatic,Honda,2004,Local Used,275288.0,2800.0
6975000,Petrol,Automatic,Toyota,2003,Local Used,304149.0,4000.0
2625000,Petrol,Manual,Peugeot,2004,Local Used,411880.0,1800.0
6300000,Petrol,Automatic,Hyundai,2011,Local Used,128300.0,2000.0
3848000,Petrol,Automatic,Honda,2006,Local Used,226936.0,2400.0
2600000,Petrol,Automatic,Honda,2000,Local Used,65900.0,2000.0
6720000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,230777.0,3500.0
2730000,Petrol,Automatic,Ford,2009,Local Used,185813.0,2500.0
7350000,Petrol,Automatic,Ford,2005,Local Used,180723.0,4000.0
6240000,Petrol,Automatic,Lexus,2005,Local Used,216264.0,3300.0
4042500,Petrol,Automatic,Mercedes-Benz,2002,Local Used,357466.0,1800.0
7875000,Petrol,Manual,Toyota,2004,Foreign Used,256620.0,2000.0
6090000,Petrol,Automatic,Toyota,2007,Local Used,51019.0,3500.0
12480000,Petrol,Automatic,Honda,2013,Local Used,185220.0,2400.0
7980000,Petrol,Automatic,Lexus,2008,Local Used,216218.0,3500.0
7350000,Petrol,Automatic,Audi,2007,Local Used,328777.0,3600.0
4095000,Petrol,Automatic,Toyota,2003,Local Used,101224.0,2400.0
14040000,Petrol,Automatic,Toyota,2014,Local Used,145838.0,1800.0
13650000,Petrol,Automatic,Toyota,2011,Foreign Used,364528.0,3500.0
9750000,Petrol,Automatic,Lexus,2009,Local Used,310039.0,3500.0
3150000,Petrol,Automatic,Toyota,1992,Local Used,257335.0,3000.0
5250000,Petrol,Automatic,Jeep,2002,Local Used,369766.0,3500.0
4836000,Petrol,Automatic,Toyota,2004,Local Used,164241.0,2400.0
2520000,Petrol,Automatic,Honda,1998,Local Used,123452.0,2000.0
6600000,Petrol,Automatic,Toyota,2008,Local Used,244364.0,2400.0
2912000,Petrol,Automatic,Honda,2004,Local Used,172058.0,1700.0
14012250,Petrol,Automatic,Toyota,2013,Local Used,124081.0,3500.0
16800000,Petrol,Automatic,Lexus,2010,Local Used,79697.0,3500.0
10462500,Petrol,Automatic,Lexus,2008,Local Used,42935.0,3500.0
4956000,Petrol,Automatic,Toyota,2005,Local Used,367848.0,3300.0
2310000,Petrol,Automatic,Honda,1998,Local Used,367302.0,1600.0
24862500,Petrol,Automatic,Toyota,2015,Local Used,149985.0,3500.0
2436000,Petrol,Automatic,Honda,2004,Local Used,343597.0,2400.0
2940000,Petrol,Automatic,Infiniti,2003,Local Used,148468.0,3500.0
20812500,Petrol,Automatic,Toyota,2010,Foreign Used,165273.0,4000.0
3675000,Petrol,Automatic,Toyota,2006,Local Used,239964.0,1800.0
3864000,Petrol,Manual,Hyundai,2015,Local Used,87051.0,1200.0
3864000,Petrol,Manual,Hyundai,2015,Local Used,87051.0,1200.0
3045000,Petrol,Manual,Kia,2009,Local Used,92966.0,1400.0
5794950,Petrol,Automatic,Toyota,2007,Local Used,187056.0,2400.0
2940000,Petrol,Manual,Hyundai,2006,Local Used,258389.0,4000.0
3360000,Petrol,Automatic,Honda,2008,Local Used,305315.0,1800.0
3885000,Petrol,Automatic,Audi,1998,Local Used,270931.0,3500.0
20812500,Petrol,Automatic,Mercedes-Benz,2015,Local Used,81276.0,3500.0
5145000,Petrol,Automatic,Honda,2011,Local Used,136481.0,2400.0
4200000,Petrol,Manual,Peugeot,2009,Local Used,169339.0,2000.0
2625000,Petrol,Manual,Volkswagen,2001,Local Used,296021.0,2400.0
2415000,Petrol,Automatic,Nissan,2000,Local Used,333355.0,4000.0
2940000,Petrol,Automatic,Toyota,2004,Local Used,482800.0,1800.0
4200000,Petrol,Automatic,Toyota,2008,Local Used,205081.0,3500.0
4200000,Petrol,Automatic,Toyota,2008,Local Used,205081.0,3500.0
3952000,Petrol,Automatic,Acura,2003,Local Used,247799.0,3500.0
2310000,Petrol,Automatic,Nissan,2007,Local Used,121483.0,3500.0
2520000,Petrol,Automatic,Toyota,2004,Local Used,27705.0,3000.0
4200000,Petrol,Manual,Mazda,1999,Local Used,336156.0,1300.0
2835000,Petrol,Automatic,Honda,2007,Local Used,203251.0,2400.0
3391500,Petrol,Automatic,Honda,2005,Local Used,488037.0,3500.0
2600000,Petrol,Automatic,Toyota,2000,Local Used,296908.0,2500.0
2835000,Petrol,Automatic,Toyota,2006,Local Used,157513.0,2000.0
2310000,Petrol,Automatic,Honda,2005,Local Used,149187.0,3000.0
2625000,Petrol,Automatic,Honda,1998,Local Used,211027.0,2000.0
2310000,Petrol,Automatic,Honda,2003,Local Used,209938.0,2400.0
9000000,Petrol,Automatic,Toyota,2009,Local Used,15258.0,1800.0
9000000,Petrol,Automatic,Toyota,2009,Local Used,15258.0,1800.0
13500000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,205403.0,3500.0
1890000,Petrol,Automatic,Ford,2000,Local Used,3127042.0,3800.0
4725000,Petrol,Manual,Toyota,2008,Local Used,167491.0,1400.0
9562500,Petrol,Automatic,Lexus,2007,Local Used,200766.0,3500.0
3360000,Petrol,Automatic,Honda,2006,Local Used,199120.0,3500.0
7875000,Petrol,Automatic,Lexus,2008,Local Used,273676.0,3500.0
21375000,Petrol,Automatic,Toyota,2015,Foreign Used,81365.0,3500.0
14726250,Petrol,Automatic,Toyota,2016,Foreign Used,120772.0,1800.0
3150000,Petrol,Automatic,Toyota,2007,Local Used,23999.0,2000.0
10125000,Petrol,Automatic,Toyota,2010,Local Used,156256.0,4600.0
20250000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,272216.0,3500.0
20250000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,272216.0,3500.0
15525000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,190304.0,3500.0
3528000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,193338.0,2500.0
3150000,Petrol,Automatic,Honda,2006,Local Used,396942.0,1800.0
6187500,Petrol,Automatic,Toyota,2007,Local Used,185093.0,1800.0
6048000,Petrol,Automatic,Toyota,2008,Local Used,298197.0,1800.0
4620000,Petrol,Automatic,Toyota,2004,Local Used,400061.0,2400.0
18000000,Petrol,Automatic,Toyota,2011,Foreign Used,202461.0,2700.0
6300000,Petrol,Automatic,Lexus,2008,Local Used,121709.0,2500.0
2625000,Petrol,Automatic,Nissan,2003,Local Used,220851.0,1200.0
10575000,Petrol,Automatic,Nissan,2015,Foreign Used,121429.0,2500.0
6525000,Petrol,Automatic,Toyota,2005,Local Used,293772.0,1800.0
2100000,Petrol,Automatic,Nissan,2005,Local Used,138370.0,3954.0
2625000,Petrol,Automatic,Honda,2000,Foreign Used,130773.0,2000.0
10125000,Petrol,Automatic,Kia,2014,Local Used,105154.0,3500.0
10125000,Petrol,Automatic,Kia,2014,Local Used,105154.0,3500.0
2625000,Petrol,Manual,Kia,2008,Local Used,83456.0,2000.0
18646875,Petrol,Automatic,Toyota,2011,Foreign Used,139019.0,3500.0
7875000,Petrol,Manual,Toyota,2004,Foreign Used,256620.0,2000.0
13650000,Petrol,Automatic,BMW,2007,Local Used,81935.0,4800.0
8100000,Petrol,Automatic,Toyota,2011,Local Used,199999.0,2400.0
6750000,Petrol,Automatic,Toyota,2003,Local Used,136831.0,3000.0
5062500,Petrol,Automatic,Mercedes-Benz,2007,Local Used,504605.0,2500.0
2415000,Petrol,Automatic,Toyota,1998,Local Used,152341.0,2000.0
4410000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,305282.0,3000.0
3150000,Petrol,Manual,Toyota,2002,Local Used,121747.0,1800.0
2415000,Petrol,Manual,Hyundai,2003,Local Used,214470.0,2400.0
10530000,Petrol,Automatic,Toyota,2011,Local Used,253429.0,3500.0
4200000,Petrol,Automatic,Honda,2011,Local Used,401715.0,2400.0
12431250,Petrol,Automatic,Hyundai,2015,Local Used,119640.0,2400.0
15750000,Petrol,CVT,BMW,2008,Local Used,112327.0,3000.0
2100000,Petrol,Automatic,Volvo,2001,Local Used,322589.0,2400.0
15750000,Petrol,Automatic,Lexus,2010,Local Used,257555.0,3500.0
1890000,Petrol,Automatic,Honda,1999,Local Used,231273.0,1800.0
9720000,Petrol,Automatic,Lexus,2010,Local Used,104524.0,3500.0
4725000,Petrol,Automatic,Honda,2006,Local Used,176399.0,1800.0
2168248,Petrol,Automatic,Honda,2004,Local Used,133709.0,3000.0
4725000,Petrol,Automatic,Lexus,2006,Local Used,289916.0,3000.0
3937500,Petrol,Automatic,Honda,2008,Local Used,174222.0,2400.0
20700000,Petrol,Automatic,Lexus,2013,Foreign Used,376381.0,3500.0
7875000,Petrol,Automatic,Toyota,2009,Local Used,270618.0,2400.0
14625000,Diesel,Manual,Land Rover,2014,Local Used,137431.0,2200.0
15187500,Petrol,Automatic,Toyota,2010,Local Used,314038.0,3500.0
14175000,Petrol,Automatic,Toyota,2015,Local Used,67498.0,2500.0
9000000,Petrol,Automatic,Honda,2010,Local Used,64599.0,3500.0
6750000,Petrol,Automatic,Toyota,2007,Foreign Used,252134.0,1800.0
2100000,Petrol,Automatic,Honda,2002,Local Used,160149.0,1700.0
1995000,Petrol,Automatic,Land Rover,2002,Local Used,155549.0,2500.0
7537500,Petrol,Automatic,Toyota,2012,Local Used,245991.0,1800.0
2184000,Petrol,Automatic,Toyota,2001,Local Used,347487.0,2400.0
4275000,Petrol,Automatic,Nissan,2006,Local Used,153763.0,4000.0
2223375,Petrol,Automatic,Honda,2004,Local Used,118114.0,2800.0
5490000,Petrol,Automatic,Toyota,2003,Local Used,238453.0,4700.0
2730000,Petrol,Automatic,Nissan,2012,Local Used,245617.0,2500.0
5062500,Petrol,Automatic,Toyota,2003,Local Used,231612.0,4700.0
4140000,Petrol,Automatic,Toyota,2005,Local Used,263751.0,2400.0
20812500,Petrol,Automatic,Lexus,2012,Local Used,97595.0,3500.0
7312500,Petrol,Automatic,Toyota,2010,Local Used,225587.0,3500.0
5625000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,352692.0,2600.0
14625000,Petrol,Automatic,Land Rover,2012,Local Used,55500.0,2000.0
2100000,Petrol,Automatic,Honda,2000,Local Used,205165.0,1800.0
2425500,Petrol,Automatic,Hyundai,2008,Local Used,190624.0,2400.0
2205000,Petrol,Manual,Kia,2011,Local Used,199290.0,1400.0
6930000,Petrol,Automatic,Hyundai,2012,Local Used,169333.0,2000.0
5625000,Petrol,Automatic,BMW,2006,Local Used,290401.0,3000.0
4500000,Petrol,Automatic,Nissan,2006,Local Used,264305.0,2500.0
6750000,Petrol,Automatic,Infiniti,2011,Local Used,147544.0,3700.0
18000000,Petrol,Automatic,Ford,2015,Foreign Used,142330.0,2700.0
3375000,Petrol,Automatic,Suzuki,2003,Local Used,201590.0,2700.0
2100000,Petrol,Manual,Peugeot,2004,Local Used,134373.0,1600.0
2912000,Petrol,Automatic,Honda,2005,Local Used,282691.0,3000.0
5200000,Petrol,Automatic,Toyota,2003,Local Used,117421.0,1800.0
2100000,Petrol,Automatic,Honda,2003,Local Used,166621.0,2400.0
4320000,CNG,Automatic,Toyota,2003,Local Used,299999.0,1800.0
2100000,Petrol,Automatic,Toyota,2002,Local Used,301336.0,2400.0
6750000,Petrol,Automatic,Honda,2010,Local Used,241274.0,2400.0
7875000,Petrol,Automatic,Infiniti,2010,Local Used,132249.0,3500.0
8437500,Petrol,Manual,Toyota,2013,Local Used,435913.0,2700.0
4162500,Petrol,Manual,Pontiac,2006,Local Used,261596.0,2800.0
1995000,Petrol,Automatic,Toyota,1999,Local Used,551923.0,1800.0
5040000,Petrol,Automatic,Toyota,2006,Local Used,441984.0,1800.0
4275000,Petrol,Automatic,Toyota,2003,Local Used,482800.0,1800.0
11283750,Petrol,Automatic,Honda,2015,Local Used,93728.0,2400.0
7087500,Petrol,Automatic,Toyota,2010,Local Used,309159.0,1800.0
6300000,Petrol,Automatic,Toyota,2009,Local Used,175302.0,2400.0
7312500,Petrol,Automatic,Toyota,2006,Local Used,303812.0,3300.0
7875000,Petrol,Automatic,Toyota,2011,Local Used,130800.0,2500.0
1785000,Petrol,Manual,Peugeot,2004,Local Used,321401.0,1400.0
6525000,Petrol,Automatic,Hyundai,2013,Local Used,101412.0,1800.0
8190000,Petrol,Automatic,BMW,2008,Local Used,90995.0,3000.0
15750000,Petrol,Automatic,Toyota,2006,Local Used,340608.0,2700.0
16875000,Petrol,Automatic,Ford,2017,Local Used,91208.0,2000.0
2100000,Petrol,Automatic,Mazda,2001,Local Used,98625.0,2500.0
8415000,Petrol,Automatic,Toyota,2006,Foreign Used,393168.0,1800.0
4387500,Petrol,Automatic,Toyota,2004,Local Used,334441.0,2400.0
5062500,Petrol,Manual,Toyota,2009,Local Used,156354.0,1800.0
3262500,Petrol,Automatic,Honda,2003,Local Used,296857.0,3500.0
3825000,Petrol,Automatic,Toyota,2004,Local Used,482800.0,1800.0
5062500,Petrol,Automatic,Honda,2010,Local Used,209036.0,2400.0
