price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size,Selling_Condition,Bought_Condition
13440000,Petrol,Automatic,Mercedes-Benz,2015,Local Used,58082.0,2000.0,Registered,Imported
6032000,Petrol,Automatic,Toyota,2000,Local Used,178683.0,3500.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2006,Local Used,299999.0,1800.0,Registered,Imported
8295000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,85946.0,5500.0,Registered,Brand new
34650000,Petrol,Automatic,Hyundai,2020,Local Used,34326.0,2000.0,Registered,Brand new
8112000,Petrol,Automatic,Ford,2013,Local Used,107072.0,3500.0,Registered,Registered
9492000,Petrol,Automatic,Honda,2014,Local Used,183628.0,2400.0,Registered,Imported
19950000,Petrol,Automatic,Lexus,2013,Local Used,92526.0,3500.0,Registered,Registered
11340000,Petrol,Manual,Mercedes-Benz,1974,Local Used,83721.0,3500.0,Registered,Imported
12600000,Petrol,Automatic,Toyota,2011,Local Used,189924.0,3500.0,Registered,Imported
5670000,Petrol,Automatic,Toyota,2007,Local Used,101711.0,3500.0,Registered,Registered
9135000,Petrol,Automatic,Mazda,2009,Foreign Used,182188.0,3700.0,Imported,Imported
6300000,Petrol,Automatic,Nissan,2007,Local Used,231212.0,5600.0,Registered,Registered
6048000,Petrol,Automatic,Toyota,2008,Local Used,298197.0,1800.0,Registered,Registered
10248000,Petrol,Automatic,Toyota,2014,Local Used,204521.0,1800.0,Registered,Registered
10107562,Petrol,Automatic,Mercedes-Benz,2011,Local Used,198850.0,4600.0,Registered,Imported
4200000,Petrol,Automatic,Toyota,2003,Local Used,321753.0,1800.0,Registered,Registered
4200000,Petrol,Automatic,Lexus,2002,Local Used,157914.0,3000.0,Registered,Imported
3120000,Petrol,Automatic,Honda,2003,Local Used,288468.0,2400.0,Registered,Imported
3640000,Petrol,Automatic,Honda,2004,Local Used,251236.0,2400.0,Registered,Registered
12600000,Petrol,Automatic,Mitsubishi,2009,Local Used,171401.0,3000.0,Registered,Registered
4680000,Petrol,Automatic,Lexus,2002,Local Used,63667.0,3000.0,Registered,Registered
6300000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,177446.0,4700.0,Registered,Imported
3675000,Petrol,Automatic,Ford,2010,Local Used,183563.0,1600.0,Registered,Registered
3675000,Petrol,Automatic,Ford,2010,Local Used,183563.0,1600.0,Registered,Registered
22890000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,178355.0,3500.0,Imported,Imported
11440000,Petrol,Automatic,Toyota,2008,Local Used,152341.0,3500.0,Registered,Registered
27040000,Petrol,Automatic,Toyota,2015,Local Used,124704.0,3500.0,Registered,Imported
25200000,Petrol,Automatic,Toyota,2018,Foreign Used,137358.0,2500.0,Imported,Imported
21000000,Petrol,Automatic,Hyundai,2017,Foreign Used,176502.0,2400.0,Imported,Imported
66150000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,76940.0,5500.0,Registered,Imported
27300000,Petrol,Automatic,Ford,2019,Foreign Used,180666.0,2000.0,Imported,Imported
28080000,Petrol,Automatic,Hyundai,2017,Foreign Used,195513.0,3000.0,Imported,Imported
10400000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,222597.0,3000.0,Registered,Registered
9360000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,288391.0,3000.0,Registered,Registered
8840000,Petrol,Automatic,Honda,2011,Local Used,100013.0,3500.0,Registered,Imported
17850000,Petrol,Automatic,Toyota,2010,Foreign Used,165273.0,4000.0,Imported,Imported
12600000,Petrol,Automatic,Land Rover,2006,Local Used,73600.0,4400.0,Registered,Imported
5460000,Petrol,Automatic,Lexus,2004,Local Used,526141.0,3300.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2005,Local Used,122460.0,1800.0,Registered,Registered
8840000,Petrol,Automatic,Lexus,2004,Local Used,335330.0,3300.0,Registered,Registered
3952000,Petrol,Automatic,Toyota,2002,Local Used,251396.0,3000.0,Registered,Registered
9360000,Petrol,Automatic,Toyota,2008,Local Used,327125.0,3500.0,Registered,Imported
11550000,Petrol,Automatic,Hyundai,2015,Local Used,264664.0,2400.0,Registered,Imported
4472000,Petrol,Automatic,Toyota,2004,Local Used,428483.0,2000.0,Registered,Registered
5880000,Petrol,Automatic,Toyota,2009,Local Used,175302.0,2400.0,Registered,Imported
63000000,Petrol,Automatic,Mitsubishi,2020,Local Used,62492.0,3000.0,Registered,Brand new
5200000,Petrol,Automatic,Lexus,2000,Local Used,341344.0,3300.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2003,Local Used,212613.0,3000.0,Registered,Imported
3675000,Petrol,Automatic,Nissan,2006,Local Used,264305.0,2500.0,Registered,Imported
3640000,Petrol,Automatic,Toyota,2002,Local Used,181410.0,2400.0,Registered,Registered
17325000,Petrol,Automatic,Lexus,2011,Local Used,294095.0,3500.0,Registered,Imported
5720000,Petrol,Automatic,Toyota,2006,Local Used,393044.0,1400.0,Registered,Registered
9568000,Petrol,Automatic,Hyundai,2014,Local Used,108971.0,1800.0,Registered,Imported
16511250,Petrol,Automatic,Lexus,2013,Local Used,103203.0,3000.0,Registered,Imported
8112000,Petrol,Automatic,Ford,2013,Local Used,107072.0,3500.0,Registered,Registered
15600000,Petrol,Automatic,Land Rover,2012,Local Used,143940.0,2000.0,Registered,Imported
6032000,Petrol,Automatic,Honda,2006,Local Used,312537.0,3500.0,Registered,Imported
11077500,Petrol,Automatic,Toyota,2015,Local Used,145821.0,1800.0,Registered,Registered
5040000,Petrol,Automatic,Toyota,2006,Local Used,175011.0,3500.0,Registered,Registered
7280000,Petrol,Automatic,Honda,2007,Local Used,365050.0,2400.0,Registered,Imported
13125000,Petrol,Automatic,Lexus,2005,Foreign Used,262493.0,3300.0,Imported,Imported
19425000,Petrol,Automatic,Mercedes-Benz,2018,Local Used,49474.0,2000.0,Registered,Imported
3952000,Petrol,Automatic,Toyota,2002,Local Used,275435.0,3000.0,Registered,Registered
3952000,Petrol,Automatic,Toyota,2002,Local Used,275435.0,3000.0,Registered,Registered
8112000,Petrol,Automatic,Ford,2012,Local Used,459827.0,3500.0,Registered,Registered
11960000,Petrol,Automatic,Toyota,2011,Foreign Used,105335.0,2500.0,Imported,Imported
14700000,Petrol,Automatic,Toyota,2014,Foreign Used,162346.0,2500.0,Imported,Imported
30450000,Petrol,Automatic,Mercedes-Benz,2016,Local Used,215411.0,3500.0,Registered,Imported
8925000,Petrol,Automatic,Lexus,2007,Local Used,200766.0,3500.0,Registered,Imported
46800000,Petrol,Automatic,Mercedes-Benz,2017,Local Used,128819.0,4700.0,Registered,Imported
11550000,Petrol,Automatic,Toyota,2016,Local Used,56751.0,1800.0,Registered,Imported
21000000,Petrol,Automatic,Toyota,2011,Local Used,156454.0,4000.0,Registered,Imported
22880000,Petrol,Automatic,Lexus,2015,Local Used,95350.0,3500.0,Registered,Imported
7800000,Petrol,Automatic,Lexus,2006,Local Used,366607.0,4300.0,Registered,Registered
3675000,Petrol,Automatic,Peugeot,2008,Local Used,353758.0,2000.0,Registered,Registered
9360000,Petrol,Automatic,Toyota,2004,Local Used,149124.0,3300.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2002,Local Used,1464.0,3000.0,Registered,Registered
27040000,Petrol,Automatic,Toyota,2014,Foreign Used,44118.0,3500.0,Imported,Imported
6825000,Petrol,Automatic,Toyota,2012,Local Used,232491.0,1800.0,Registered,Imported
16120000,Petrol,Automatic,Toyota,2008,Local Used,296284.0,3500.0,Registered,Imported
12600000,Petrol,Automatic,Honda,2015,Local Used,105762.0,3500.0,Registered,Registered
12600000,Petrol,Automatic,Toyota,2011,Local Used,189924.0,3500.0,Registered,Imported
6240000,Petrol,Automatic,Toyota,2004,Local Used,300668.0,3300.0,Registered,Imported
15600000,Petrol,Automatic,Honda,2012,Local Used,80476.0,3500.0,Registered,Registered
6300000,Petrol,Automatic,Toyota,2007,Local Used,20842.0,3500.0,Registered,Registered
26250000,Petrol,CVT,Honda,2017,Foreign Used,35420.0,2000.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2007,Local Used,106313.0,2400.0,Registered,Registered
12600000,Petrol,Automatic,Toyota,2013,Local Used,90495.0,2400.0,Registered,Registered
18900000,Petrol,CVT,Mercedes-Benz,2016,Foreign Used,86932.0,2000.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2007,Local Used,228230.0,1800.0,Registered,Registered
93600000,Petrol,Automatic,Mercedes-Benz,2019,Foreign Used,131618.0,3000.0,Imported,Imported
4935000,Petrol,Automatic,Ford,2010,Local Used,218955.0,3500.0,Registered,Imported
11350000,Petrol,Automatic,Land Rover,2012,Local Used,55500.0,2000.0,Registered,Imported
7140000,Petrol,Automatic,Toyota,2010,Local Used,236476.0,1800.0,Registered,Imported
4725000,Petrol,Automatic,Toyota,2007,Local Used,228230.0,1800.0,Registered,Registered
9360000,Petrol,Automatic,Toyota,2008,Local Used,327125.0,3500.0,Registered,Imported
6240000,Petrol,Automatic,Toyota,2003,Local Used,300542.0,1800.0,Registered,Registered
11077500,Petrol,Automatic,Toyota,2015,Local Used,145821.0,1800.0,Registered,Registered
4160000,Petrol,Automatic,Honda,2006,Local Used,315990.0,2400.0,Registered,Registered
4830000,Petrol,Automatic,Toyota,2007,Local Used,304359.0,1800.0,Registered,Imported
5460000,Petrol,Automatic,Toyota,2007,Local Used,152341.0,3500.0,Registered,Registered
6032000,Petrol,Automatic,Honda,2006,Local Used,312537.0,3500.0,Registered,Imported
7592000,Petrol,Automatic,Acura,2008,Local Used,165182.0,3700.0,Registered,Imported
23400000,Petrol,Automatic,Lexus,2011,Foreign Used,255046.0,3500.0,Imported,Imported
10500000,Petrol,CVT,Honda,2009,Local Used,192371.0,3500.0,Registered,Registered
13650000,Petrol,Automatic,Toyota,2013,Local Used,167607.0,2500.0,Registered,Registered
3640000,Petrol,Manual,Peugeot,2003,Local Used,278135.0,1800.0,Registered,Registered
9420000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,79995.0,3500.0,Registered,Registered
6300000,Petrol,Automatic,Peugeot,2002,Local Used,746646.0,2000.0,Registered,Imported
3640000,Petrol,Automatic,Toyota,2000,Local Used,163702.0,3800.0,Registered,Registered
5200000,Petrol,Automatic,Nissan,2005,Local Used,135683.0,1800.0,Registered,Registered
4680000,Petrol,Automatic,Toyota,2005,Local Used,244592.0,3000.0,Registered,Imported
3675000,Petrol,Automatic,Toyota,2003,Local Used,345284.0,2400.0,Registered,Registered
22500000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,170469.0,3500.0,Registered,Imported
22360000,Petrol,Automatic,Lexus,2010,Foreign Used,259238.0,3500.0,Imported,Imported
16640000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,94715.0,3500.0,Registered,Imported
5200000,Petrol,Automatic,Toyota,2004,Local Used,158839.0,2500.0,Registered,Registered
6552000,Petrol,Automatic,Lexus,2004,Local Used,178995.0,3300.0,Registered,Registered
7245000,Petrol,Automatic,Toyota,2007,Local Used,177112.0,3500.0,Registered,Registered
8840000,Petrol,Automatic,Lexus,2006,Local Used,59232.0,3500.0,Registered,Registered
5928000,Petrol,Automatic,Lexus,2003,Local Used,214457.0,3300.0,Registered,Registered
4680000,Petrol,Automatic,Toyota,2003,Local Used,407909.0,2400.0,Registered,Registered
8925000,Petrol,Automatic,Mercedes-Benz,2009,Local Used,179756.0,3500.0,Registered,Imported
9360000,Petrol,Automatic,Toyota,2010,Local Used,115764.0,1800.0,Registered,Registered
16537500,Petrol,Automatic,Nissan,2014,Foreign Used,190663.0,3500.0,Imported,Imported
9975000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,81362.0,3500.0,Registered,Imported
32550000,Petrol,Automatic,Mercedes-Benz,2018,Foreign Used,42626.0,2000.0,Imported,Imported
15808000,Petrol,Automatic,Toyota,2013,Local Used,113929.0,3500.0,Registered,Registered
7140000,Petrol,Automatic,Lexus,2008,Local Used,241140.0,2500.0,Registered,Registered
7560000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,110767.0,4600.0,Registered,Registered
4680000,Petrol,Automatic,Honda,2006,Local Used,347842.0,2400.0,Registered,Registered
11440000,Petrol,Automatic,Honda,2008,Foreign Used,157839.0,2400.0,Imported,Imported
7800000,Petrol,Automatic,Toyota,2009,Local Used,15258.0,1800.0,Registered,Imported
11960000,Petrol,Automatic,Toyota,2008,Local Used,138318.0,3500.0,Registered,Imported
3675000,Petrol,Automatic,Toyota,2005,Local Used,263751.0,2400.0,Registered,Registered
6615000,Petrol,Automatic,Toyota,2010,Local Used,227332.0,2400.0,Registered,Registered
3570000,Petrol,Automatic,Mercedes-Benz,2001,Local Used,215234.0,4300.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2006,Local Used,141293.0,3300.0,Registered,Registered
18620000,Petrol,Automatic,Toyota,2015,Foreign Used,80246.0,1800.0,Imported,Imported
47250000,Petrol,Automatic,Lexus,2016,Foreign Used,56362.0,3500.0,Imported,Imported
87210375,Petrol,Automatic,Mercedes-Benz,2020,Foreign Used,134563.0,2000.0,Imported,Imported
14248000,Petrol,Automatic,Mercedes-Benz,2011,Foreign Used,221262.0,3000.0,Imported,Imported
36400000,Petrol,Automatic,Land Rover,2014,Local Used,148759.0,3000.0,Registered,Imported
4935000,Petrol,Manual,Peugeot,2005,Foreign Used,163499.0,1600.0,Imported,Imported
12480000,Petrol,Automatic,Ford,2014,Local Used,78103.0,3500.0,Registered,Brand new
15600000,Petrol,Automatic,Mercedes-Benz,2012,Local Used,231624.0,3500.0,Registered,Imported
12600000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,402735.0,3500.0,Imported,Imported
5985000,Petrol,Automatic,Toyota,2007,Local Used,165623.0,2400.0,Registered,Registered
7854000,Petrol,Automatic,Toyota,2006,Foreign Used,393168.0,1800.0,Imported,Imported
7854000,Petrol,Automatic,Toyota,2006,Foreign Used,393168.0,1800.0,Imported,Imported
10500000,Petrol,Automatic,Land Rover,2006,Local Used,98763.0,4200.0,Registered,Imported
4935000,Petrol,Automatic,Ford,2010,Local Used,218955.0,3500.0,Registered,Imported
4704000,Petrol,Automatic,Toyota,2006,Local Used,482800.0,1800.0,Registered,Registered
5220000,Petrol,Automatic,Honda,2008,Local Used,267483.0,2400.0,Registered,Imported
3952000,Petrol,Automatic,Acura,2003,Local Used,247799.0,3500.0,Registered,Registered
5250000,Petrol,Automatic,Lexus,2002,Local Used,192492.0,3000.0,Registered,Registered
50925000,Petrol,Automatic,Lexus,2018,Local Used,55009.0,4600.0,Registered,Imported
10500000,Petrol,Automatic,Toyota,2013,Local Used,110143.0,2500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2009,Local Used,181394.0,1800.0,Registered,Imported
5200000,Petrol,Automatic,Lexus,2001,Local Used,154082.0,3000.0,Registered,Imported
9360000,Petrol,Automatic,Acura,2008,Local Used,11336.0,3700.0,Registered,Imported
9360000,Petrol,Automatic,Acura,2008,Local Used,11336.0,3700.0,Registered,Imported
6240000,Petrol,Automatic,Honda,2003,Local Used,163803.0,3500.0,Registered,Registered
7400000,Petrol,Automatic,Lexus,2004,Local Used,163289.0,4700.0,Registered,Imported
31200000,Petrol,Automatic,Honda,2018,Foreign Used,39884.0,1500.0,Imported,Imported
7875000,Petrol,Automatic,Toyota,2010,Local Used,105260.0,2500.0,Registered,Registered
44200000,Petrol,Automatic,Mercedes-Benz,2017,Foreign Used,44593.0,2000.0,Imported,Imported
5767998,Petrol,Automatic,Toyota,2007,Local Used,158354.0,2400.0,Registered,Imported
5250000,Petrol,Automatic,Honda,2004,Local Used,159250.0,2400.0,Registered,Registered
4680000,Petrol,Automatic,Honda,2006,Local Used,144278.0,2400.0,Registered,Registered
5040000,Petrol,Automatic,Toyota,2006,Local Used,202202.0,1800.0,Registered,Registered
17680000,Petrol,Automatic,Lexus,2012,Local Used,55682.0,3500.0,Registered,Registered
4011000,Petrol,Automatic,Lexus,2001,Local Used,4650.0,3000.0,Registered,Registered
4200000,Petrol,Manual,Ford,2006,Foreign Used,206238.0,1600.0,Imported,Imported
3150000,Petrol,Automatic,Toyota,1999,Local Used,179136.0,3000.0,Registered,Registered
7280000,Petrol,Automatic,Toyota,2009,Local Used,254356.0,2400.0,Registered,Imported
93712500,Petrol,Automatic,Mercedes-Benz,2021,Foreign Used,126344.0,2000.0,Imported,Imported
16120000,Petrol,Automatic,Toyota,2008,Local Used,213327.0,3500.0,Registered,Registered
5709600,Petrol,Automatic,Toyota,2004,Local Used,254264.0,1800.0,Registered,Registered
72800000,Petrol,Automatic,Toyota,2013,Local Used,243644.0,5700.0,Registered,Registered
6552000,Petrol,Automatic,Toyota,2004,Local Used,305837.0,3300.0,Registered,Registered
83200000,Petrol,Automatic,Lexus,2016,Local Used,103593.0,3500.0,Registered,Imported
27040000,Petrol,Automatic,Toyota,2016,Local Used,90576.0,3500.0,Registered,Registered
8925000,Petrol,Automatic,Ford,2010,Local Used,540002.0,4600.0,Registered,Imported
18720000,Petrol,Automatic,Honda,2015,Foreign Used,145270.0,3500.0,Imported,Imported
15400000,Petrol,Automatic,Lexus,2010,Local Used,341735.0,3500.0,Registered,Imported
9450000,Petrol,Automatic,Ford,2012,Foreign Used,160291.0,3500.0,Imported,Imported
32130000,Petrol,Automatic,Honda,2023,Foreign Used,101679.0,1500.0,Imported,Imported
7875000,Petrol,Automatic,Nissan,2007,Foreign Used,148114.0,2000.0,Imported,Imported
8320000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,213843.0,3000.0,Registered,Imported
8320000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,213843.0,3000.0,Registered,Imported
8840000,Petrol,Automatic,Honda,2011,Local Used,151113.0,3500.0,Registered,Imported
29400000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,192615.0,2000.0,Imported,Imported
9880000,Petrol,Automatic,Toyota,2009,Local Used,52649.0,3500.0,Registered,Registered
11440000,Petrol,Automatic,Honda,2013,Local Used,147814.0,2400.0,Registered,Registered
9125000,Petrol,Automatic,Toyota,2008,Foreign Used,477244.0,3500.0,Imported,Imported
3120000,Petrol,Automatic,Honda,2003,Local Used,502777.0,2400.0,Registered,Registered
3536000,Petrol,Automatic,Toyota,2000,Local Used,432297.0,3000.0,Registered,Registered
3640000,Petrol,Automatic,Toyota,2002,Local Used,315310.0,2200.0,Registered,Registered
16800000,Petrol,Automatic,Toyota,2015,Foreign Used,216801.0,2500.0,Imported,Imported
3796000,Petrol,Automatic,Nissan,2005,Local Used,165525.0,1600.0,Registered,Imported
7592000,Petrol,Automatic,Toyota,2009,Local Used,157811.0,2400.0,Registered,Registered
16957500,Petrol,Automatic,Toyota,2009,Foreign Used,316248.0,3500.0,Imported,Imported
5985000,Petrol,Automatic,Lexus,2005,Local Used,216264.0,3300.0,Registered,Registered
21525000,Petrol,Automatic,Toyota,2017,Foreign Used,452454.0,3500.0,Imported,Imported
34650000,Petrol,Automatic,Lexus,2010,Local Used,106372.0,5700.0,Registered,Imported
5302500,Petrol,Automatic,Toyota,2004,Local Used,312535.0,3300.0,Registered,Registered
35360000,Petrol,Automatic,Honda,2021,Foreign Used,44655.0,1500.0,Imported,Imported
14700000,Petrol,Automatic,Toyota,2015,Foreign Used,64915.0,1800.0,Imported,Imported
13520000,Petrol,Automatic,Land Rover,2010,Local Used,327677.0,5000.0,Registered,Imported
29120000,Petrol,Automatic,Lexus,2015,Foreign Used,86680.0,3500.0,Imported,Imported
17850000,Petrol,Automatic,Toyota,2009,Foreign Used,164168.0,3500.0,Imported,Imported
46800000,Petrol,Automatic,Toyota,2017,Foreign Used,91537.0,3500.0,Imported,Imported
8840000,Petrol,Automatic,Toyota,2011,Local Used,183157.0,1800.0,Registered,Imported
9880000,Petrol,Automatic,Lexus,2008,Local Used,254538.0,3500.0,Registered,Imported
5460000,Petrol,Automatic,Toyota,2003,Local Used,136831.0,3000.0,Registered,Registered
3848000,Petrol,Automatic,Honda,2006,Local Used,226936.0,2400.0,Registered,Registered
7875000,Petrol,Automatic,Toyota,2011,Local Used,110329.0,2500.0,Registered,Imported
13650000,Petrol,Automatic,BMW,2007,Local Used,81935.0,4800.0,Registered,Registered
12600000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,149798.0,3500.0,Registered,Imported
3675000,Petrol,Automatic,Nissan,2000,Local Used,287138.0,3300.0,Registered,Registered
9450000,Petrol,Automatic,Toyota,2012,Local Used,157555.0,3500.0,Registered,Imported
28350000,Petrol,Automatic,Toyota,2013,Local Used,158991.0,4000.0,Registered,Imported
5408000,Petrol,Automatic,Mercedes-Benz,2006,Local Used,4505.0,2500.0,Registered,Registered
22880000,Petrol,Automatic,Toyota,2013,Foreign Used,143571.0,3500.0,Imported,Imported
24811500,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,111701.0,2000.0,Imported,Imported
15600000,Petrol,Automatic,Toyota,2014,Foreign Used,235963.0,1800.0,Imported,Imported
6760000,Petrol,Automatic,Lexus,2006,Local Used,262061.0,3300.0,Registered,Registered
12075000,Petrol,Automatic,Toyota,2010,Local Used,203996.0,3800.0,Registered,Registered
18720000,Petrol,Automatic,Toyota,2013,Foreign Used,267522.0,3500.0,Imported,Imported
18720000,Petrol,Automatic,Toyota,2010,Local Used,487145.0,3500.0,Registered,Registered
13125000,Petrol,Automatic,Toyota,2012,Foreign Used,419247.0,2500.0,Imported,Imported
24150000,Petrol,Automatic,Toyota,2015,Local Used,206808.0,3500.0,Registered,Imported
24150000,Petrol,Automatic,Toyota,2015,Local Used,206808.0,3500.0,Registered,Imported
39900000,Petrol,Automatic,Lexus,2016,Local Used,186332.0,3500.0,Registered,Imported
5880000,Petrol,Automatic,Toyota,2003,Local Used,304149.0,4000.0,Registered,Registered
6760000,Petrol,Automatic,Toyota,2007,Local Used,174442.0,2400.0,Registered,Registered
3640009,Petrol,Automatic,Honda,2004,Local Used,271126.0,3000.0,Registered,Registered
9450000,Petrol,Automatic,Toyota,2003,Local Used,341769.0,4700.0,Registered,Imported
5355000,Petrol,Automatic,Toyota,2003,Local Used,343336.0,3000.0,Registered,Imported
3150000,Petrol,Automatic,Toyota,1997,Local Used,185423.0,2200.0,Registered,Registered
11980000,Petrol,Automatic,Mercedes-Benz,2010,Foreign Used,215962.0,3000.0,Imported,Imported
9030000,Petrol,Automatic,Toyota,2005,Local Used,491351.0,4700.0,Registered,Registered
10500000,Petrol,Automatic,Lexus,2005,Foreign Used,216314.0,3000.0,Imported,Imported
17850000,Petrol,Automatic,Hyundai,2016,Foreign Used,136895.0,3300.0,Imported,Imported
11550000,Petrol,Automatic,Toyota,2014,Local Used,134875.0,1800.0,Registered,Registered
7072000,Petrol,Automatic,Toyota,2003,Local Used,1609338.0,1800.0,Registered,Registered
6032000,Petrol,Automatic,Toyota,2002,Local Used,446805.0,1800.0,Registered,Registered
4200000,Petrol,Manual,Mitsubishi,1999,Local Used,203847.0,2800.0,Registered,Registered
3016000,Petrol,Automatic,Honda,2003,Local Used,346637.0,2400.0,Registered,Registered
3432000,Petrol,Automatic,Honda,2004,Local Used,241472.0,2400.0,Registered,Registered
16120000,Petrol,Automatic,Toyota,2008,Foreign Used,99118.0,3500.0,Imported,Imported
16120000,Petrol,Automatic,Toyota,2011,Local Used,120203.0,3500.0,Registered,Registered
7800000,Petrol,Automatic,Toyota,2008,Local Used,282246.0,3800.0,Registered,Registered
9975000,Petrol,Automatic,Lexus,2010,Local Used,121948.0,3500.0,Registered,Registered
12600000,Petrol,Automatic,Mercedes-Benz,2011,Local Used,177925.0,3500.0,Registered,Registered
14040000,Petrol,Automatic,Honda,2015,Local Used,156723.0,3500.0,Registered,Registered
9282000,Petrol,Automatic,Toyota,2007,Foreign Used,230154.0,3500.0,Imported,Imported
5772000,Petrol,Automatic,Lexus,2003,Local Used,113826.0,3000.0,Registered,Imported
5712000,Petrol,Automatic,Toyota,2008,Local Used,430831.0,3500.0,Registered,Imported
7875000,Petrol,Automatic,Lexus,2004,Local Used,192452.0,4400.0,Registered,Imported
10400000,Petrol,Automatic,Mercedes-Benz,2008,Local Used,330656.0,4600.0,Registered,Registered
20280000,Petrol,Automatic,Toyota,2012,Foreign Used,80517.0,2700.0,Imported,Imported
6300000,Petrol,Automatic,Toyota,2009,Local Used,306912.0,2400.0,Registered,Registered
15392000,Petrol,Automatic,Toyota,2014,Local Used,125766.0,2500.0,Registered,Registered
5720000,Petrol,Automatic,Honda,2004,Local Used,202596.0,3500.0,Registered,Imported
6240000,Petrol,Automatic,Lexus,2002,Local Used,283378.0,3000.0,Registered,Imported
7820000,Petrol,Automatic,Toyota,2005,Local Used,16644.0,3300.0,Registered,Registered
5720000,Petrol,Automatic,Toyota,2003,Local Used,404475.0,1800.0,Registered,Registered
4784000,Petrol,Automatic,Acura,2006,Local Used,290742.0,3500.0,Registered,Imported
12480000,Petrol,Automatic,Lexus,2006,Local Used,248718.0,3300.0,Registered,Imported
6760000,Petrol,Automatic,Toyota,2006,Local Used,268190.0,2800.0,Registered,Registered
4992000,Petrol,Automatic,Toyota,2003,Local Used,209511.0,2400.0,Registered,Imported
9450000,Petrol,Automatic,Lexus,2006,Local Used,198182.0,4700.0,Registered,Registered
10263750,Petrol,Automatic,Toyota,2014,Local Used,136554.0,2400.0,Registered,Imported
6240000,Petrol,Automatic,Toyota,2003,Local Used,300542.0,1800.0,Registered,Registered
13520000,Petrol,Automatic,Toyota,2007,Foreign Used,294008.0,3300.0,Imported,Imported
18900000,Petrol,Automatic,Mazda,2014,Local Used,169868.0,3700.0,Registered,Registered
30160000,Petrol,Automatic,Acura,2014,Local Used,231183.0,3500.0,Registered,Imported
7592000,Petrol,Automatic,Toyota,2009,Local Used,175292.0,2400.0,Registered,Registered
4200000,Petrol,Automatic,Ford,2006,Local Used,161426.0,3000.0,Registered,Registered
5200000,Petrol,Automatic,Toyota,2002,Local Used,348861.0,3000.0,Registered,Imported
17850000,Petrol,CVT,Mercedes-Benz,2015,Local Used,340217.0,3500.0,Registered,Registered
3255000,Petrol,Automatic,Peugeot,2002,Local Used,965604.0,1600.0,Registered,Registered
11655000,Petrol,Automatic,Toyota,2011,Foreign Used,482890.0,1600.0,Imported,Imported
11440000,Petrol,Automatic,Toyota,2010,Foreign Used,171419.0,1800.0,Imported,Imported
32240000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,219480.0,3500.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2009,Local Used,165724.0,2400.0,Registered,Registered
9859200,Petrol,Automatic,Hyundai,2011,Local Used,172367.0,2000.0,Registered,Imported
7280000,Petrol,Automatic,Toyota,2007,Local Used,298989.0,3500.0,Registered,Imported
32550000,Petrol,Automatic,Toyota,2016,Foreign Used,268465.0,3500.0,Imported,Imported
17180000,Petrol,Automatic,Land Rover,2012,Foreign Used,310699.0,5000.0,Imported,Imported
7280000,Petrol,Automatic,Toyota,2004,Local Used,304717.0,3300.0,Registered,Imported
28080000,Petrol,Automatic,Honda,2018,Local Used,122594.0,1500.0,Registered,Imported
6240000,Petrol,Automatic,Toyota,2006,Local Used,315940.0,1800.0,Registered,Registered
10710000,Petrol,Automatic,Nissan,2012,Local Used,103841.0,4000.0,Registered,Imported
9880000,Petrol,Automatic,Hyundai,2013,Local Used,254735.0,2000.0,Registered,Registered
5616000,Petrol,Automatic,Toyota,2003,Local Used,235201.0,1800.0,Registered,Imported
15392000,Petrol,Automatic,Honda,2011,Foreign Used,231313.0,2400.0,Imported,Imported
8032500,Petrol,Automatic,Honda,2007,Foreign Used,374245.0,3500.0,Imported,Imported
8840000,Petrol,Automatic,Acura,2007,Local Used,292365.0,3700.0,Registered,Registered
6760000,Petrol,Automatic,Toyota,2005,Local Used,89558.0,1600.0,Registered,Registered
