price,fuel_type,gear_type,Make,Year_of_manufacture,Condition,Mileage,Engine_size,Selling_Condition,Bought_Condition
15225000,Petrol,Automatic,Honda,2014,Foreign Used,161833.0,2500.0,Imported,Imported
12600000,Petrol,Automatic,Hyundai,2013,Foreign Used,292835.0,2400.0,Imported,Imported
42787500,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,114338.0,3500.0,Imported,Imported
12810000,Petrol,Automatic,Lexus,2012,Foreign Used,121426.0,3500.0,Imported,Imported
12810000,Petrol,Automatic,Lexus,2012,Foreign Used,121426.0,3500.0,Imported,Imported
48300000,Petrol,Automatic,Lexus,2016,Foreign Used,279399.0,4600.0,Imported,Imported
11960000,Petrol,Automatic,Toyota,2011,Foreign Used,261253.0,2500.0,Imported,Imported
19188750,Petrol,Automatic,Acura,2014,Foreign Used,521017.0,3500.0,Imported,Imported
11440000,Petrol,Automatic,Toyota,2014,Local Used,318486.0,2500.0,Registered,Imported
14154000,Petrol,Automatic,Toyota,2011,Foreign Used,255711.0,3500.0,Imported,Imported
8320000,Petrol,Automatic,Toyota,2007,Local Used,119209.0,3800.0,Registered,Registered
15808000,Petrol,Automatic,Toyota,2012,Foreign Used,150867.0,2400.0,Imported,Imported
18900000,Petrol,Automatic,Toyota,2011,Foreign Used,271255.0,2700.0,Imported,Imported
16848000,Petrol,Automatic,Toyota,2016,Foreign Used,191888.0,1800.0,Imported,Imported
7350000,Petrol,Automatic,Toyota,2009,Local Used,233352.0,1800.0,Registered,Registered
4725000,Petrol,Automatic,Honda,2009,Local Used,225372.0,2400.0,Registered,Brand new
18720000,Petrol,Automatic,Lexus,2010,Local Used,84811.0,3500.0,Registered,Imported
13000000,Petrol,Automatic,Toyota,2014,Local Used,178836.0,2000.0,Registered,Brand new
24097500,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,192131.0,3500.0,Imported,Imported
71400000,Petrol,Automatic,Lexus,2019,Foreign Used,73461.0,4600.0,Imported,Imported
29925000,Petrol,Automatic,Toyota,2015,Foreign Used,147737.0,3500.0,Imported,Imported
15600000,Petrol,Automatic,Toyota,2013,Foreign Used,379520.0,3500.0,Imported,Imported
12480000,Petrol,Automatic,Toyota,2008,Local Used,123721.0,3500.0,Registered,Imported
11960000,Petrol,Automatic,Toyota,2014,Local Used,201733.0,2500.0,Registered,Imported
13600000,Petrol,Automatic,Toyota,2011,Foreign Used,251881.0,2400.0,Imported,Imported
28080000,Petrol,Automatic,Lexus,2014,Foreign Used,191936.0,3500.0,Imported,Imported
10710000,Petrol,Automatic,Lexus,2007,Foreign Used,125676.0,2500.0,Imported,Imported
10185000,Petrol,Automatic,Toyota,2012,Local Used,159248.0,2500.0,Registered,Registered
7176000,Petrol,Automatic,Toyota,2007,Local Used,182857.0,2400.0,Registered,Registered
7592000,Petrol,Automatic,Toyota,2007,Local Used,168386.0,3500.0,Registered,Imported
12064000,Petrol,Automatic,Toyota,2009,Foreign Used,267531.0,2400.0,Imported,Imported
17535000,Petrol,Automatic,Toyota,2006,Foreign Used,346912.0,4000.0,Imported,Imported
11025000,Petrol,Automatic,Toyota,2010,Local Used,153274.0,3500.0,Registered,Imported
17535000,Petrol,Automatic,Toyota,2006,Foreign Used,346912.0,4000.0,Imported,Imported
39520000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,9968.0,4600.0,Imported,Imported
22000000,Petrol,Automatic,Toyota,2015,Foreign Used,279077.0,3300.0,Imported,Imported
66000000,Petrol,Automatic,Toyota,2021,Foreign Used,119171.0,3500.0,Imported,Imported
11960000,Petrol,Automatic,Toyota,2012,Local Used,137878.0,3500.0,Registered,Imported
30975000,Petrol,Automatic,Toyota,2015,Foreign Used,129687.0,3500.0,Imported,Imported
15600000,Petrol,Automatic,Toyota,2012,Foreign Used,154407.0,2500.0,Imported,Imported
16800000,Petrol,Automatic,Nissan,2012,Local Used,194314.0,3500.0,Registered,Imported
6300000,Petrol,Automatic,Toyota,2009,Local Used,250140.0,2000.0,Registered,Registered
47250000,Petrol,Automatic,Lexus,2019,Foreign Used,175739.0,3500.0,Imported,Imported
40213818,Petrol,Automatic,Mercedes-Benz,2016,Foreign Used,88640.0,3500.0,Imported,Imported
21866250,Petrol,Automatic,Lexus,2015,Foreign Used,145011.0,3500.0,Imported,Imported
49350000,Petrol,Automatic,Mercedes-Benz,2017,Foreign Used,227208.0,3500.0,Imported,Imported
8085000,Petrol,Automatic,Toyota,2011,Local Used,170652.0,2400.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2008,Local Used,296108.0,3500.0,Registered,Registered
6300000,Petrol,Automatic,Toyota,2007,Local Used,183472.0,3500.0,Registered,Registered
7035000,Petrol,Automatic,Hyundai,2014,Foreign Used,113523.0,2000.0,Imported,Brand new
3675000,Petrol,Automatic,Toyota,2005,Local Used,149400.0,3800.0,Registered,Registered
5775000,Petrol,Automatic,Peugeot,2011,Local Used,113245.0,2000.0,Registered,Registered
36750000,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,194757.0,3000.0,Imported,Imported
7800000,Petrol,Automatic,Hyundai,2014,Local Used,105065.0,1600.0,Registered,Registered
5292000,Petrol,Automatic,Toyota,2009,Local Used,195338.0,2400.0,Registered,Imported
3640000,Petrol,Automatic,Toyota,2002,Local Used,127697.0,2000.0,Registered,Registered
12600000,Petrol,Automatic,Mercedes-Benz,2013,Local Used,80597.0,3500.0,Registered,Registered
7875000,Petrol,Automatic,Lexus,2005,Local Used,72296.0,3300.0,Registered,Registered
6405000,Petrol,Automatic,Kia,2015,Local Used,87517.0,1600.0,Registered,Registered
4788000,Petrol,Automatic,Toyota,2007,Local Used,143043.0,1800.0,Registered,Imported
4749150,Petrol,Automatic,Toyota,2006,Local Used,234352.0,1800.0,Registered,Imported
4725000,Petrol,Automatic,Honda,2009,Local Used,225372.0,2400.0,Registered,Brand new
39520000,Petrol,Automatic,Lexus,2011,Foreign Used,148701.0,4600.0,Imported,Imported
9360000,Petrol,Automatic,Lexus,2007,Local Used,112981.0,3500.0,Registered,Imported
21840000,Petrol,Automatic,Toyota,2013,Foreign Used,107967.0,3500.0,Imported,Imported
4410000,Petrol,Automatic,Toyota,2007,Local Used,482800.0,1800.0,Registered,Imported
28080000,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,437866.0,3500.0,Imported,Imported
24097500,Petrol,Automatic,Mercedes-Benz,2012,Foreign Used,137492.0,3500.0,Imported,Imported
13650000,Petrol,Automatic,Kia,2018,Local Used,95399.0,1400.0,Registered,Brand new
14700000,Petrol,Automatic,Toyota,2014,Foreign Used,163442.0,2500.0,Imported,Imported
4725000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,133779.0,3000.0,Registered,Registered
5880000,Petrol,Automatic,Toyota,2010,Local Used,341169.0,1800.0,Registered,Brand new
11025000,Petrol,Automatic,Toyota,2010,Local Used,153274.0,3500.0,Registered,Imported
11602498,Petrol,Automatic,Lexus,2007,Foreign Used,160615.0,3500.0,Imported,Imported
92925000,Petrol,Automatic,Mercedes-Benz,2020,Foreign Used,67295.0,3500.0,Imported,Imported
8925000,Petrol,Automatic,Toyota,2007,Local Used,119630.0,4000.0,Registered,Registered
9660000,Petrol,Automatic,Toyota,2008,Local Used,181481.0,3500.0,Registered,Imported
6300000,Petrol,Automatic,Hyundai,2013,Local Used,193449.0,2000.0,Registered,Imported
9922500,Petrol,Automatic,Land Rover,2013,Local Used,133514.0,2000.0,Registered,Imported
8085000,Petrol,CVT,Ford,2014,Local Used,102603.0,3500.0,Registered,Registered
8320000,Petrol,Automatic,Toyota,2010,Local Used,123446.0,1800.0,Registered,Registered
4935000,Petrol,Automatic,Toyota,2006,Local Used,291094.0,1800.0,Registered,Registered
3380000,Petrol,Automatic,Honda,2003,Local Used,246267.0,2400.0,Registered,Imported
4389000,Petrol,Automatic,Toyota,2005,Local Used,299182.0,2800.0,Registered,Registered
3675000,Petrol,Manual,Toyota,1997,Foreign Used,204305.0,1500.0,Imported,Imported
9880000,Petrol,Automatic,Lexus,2005,Local Used,292600.0,3300.0,Registered,Imported
4935000,Petrol,Automatic,Mazda,2007,Local Used,272507.0,2300.0,Registered,Imported
6615000,Petrol,Automatic,Volkswagen,2014,Local Used,126117.0,2000.0,Registered,Registered
7192500,Petrol,Automatic,Toyota,2008,Local Used,196979.0,3500.0,Registered,Imported
8400000,Petrol,Automatic,Peugeot,2013,Local Used,81316.0,2000.0,Registered,Registered
8400000,Petrol,Automatic,Peugeot,2013,Local Used,81316.0,2000.0,Registered,Registered
4188450,Petrol,Automatic,Toyota,2004,Local Used,261406.0,3300.0,Registered,Registered
4160000,Petrol,Automatic,Honda,2007,Local Used,188539.0,2400.0,Registered,Registered
9975000,Petrol,Automatic,Toyota,2014,Local Used,161119.0,1800.0,Registered,Registered
6300000,Petrol,Automatic,Hyundai,2013,Local Used,158655.0,1800.0,Registered,Registered
7800000,Petrol,Automatic,Hyundai,2014,Local Used,105065.0,1600.0,Registered,Registered
3990000,Petrol,Automatic,Toyota,2005,Local Used,126544.0,3300.0,Registered,Registered
4515000,Petrol,Automatic,Toyota,2004,Local Used,158500.0,1800.0,Registered,Registered
6405000,Petrol,Automatic,Kia,2015,Local Used,87517.0,1600.0,Registered,Registered
4725000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,298155.0,3000.0,Registered,Imported
4200000,Petrol,Automatic,Toyota,2003,Local Used,461714.0,2400.0,Registered,Registered
6825000,Petrol,Automatic,Ford,2016,Local Used,93622.0,3500.0,Registered,Registered
7035000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,189580.0,3300.0,Registered,Brand new
6825000,Petrol,Automatic,Ford,2016,Local Used,93622.0,3500.0,Registered,Registered
14287500,Petrol,Automatic,Toyota,2011,Foreign Used,141209.0,1800.0,Imported,Imported
4725000,Petrol,Automatic,Toyota,2006,Foreign Used,175074.0,1000.0,Imported,Imported
4200000,Petrol,Automatic,Toyota,2003,Local Used,461714.0,2400.0,Registered,Registered
4725000,Petrol,Automatic,Mercedes-Benz,2007,Local Used,298155.0,3000.0,Registered,Imported
4200000,Petrol,Automatic,Mercedes-Benz,2002,Local Used,6.0,3000.0,Registered,Registered
5200000,Petrol,Automatic,Hyundai,2009,Local Used,255574.0,2400.0,Registered,Registered
5775000,Petrol,Automatic,Mitsubishi,2007,Local Used,128568.0,3000.0,Registered,Registered
5145000,Petrol,Automatic,Toyota,2006,Local Used,173861.0,2400.0,Registered,Imported
16800000,Petrol,Automatic,Mercedes-Benz,2014,Local Used,161529.0,4700.0,Registered,Imported
3885000,Petrol,Automatic,Toyota,2005,Local Used,231885.0,3800.0,Registered,Registered
3536000,Petrol,Automatic,Honda,2003,Local Used,250084.0,2300.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2005,Local Used,244693.0,1800.0,Registered,Imported
5250000,Petrol,Automatic,Toyota,2005,Local Used,244693.0,1800.0,Registered,Imported
4935000,Petrol,Automatic,Lexus,2004,Local Used,188508.0,3500.0,Registered,Registered
6174000,Petrol,Automatic,Honda,2010,Local Used,201369.0,3500.0,Registered,Imported
5775000,Petrol,Automatic,Toyota,2009,Local Used,187798.0,1800.0,Registered,Registered
5292000,Petrol,Automatic,Toyota,2009,Local Used,195338.0,2400.0,Registered,Imported
4935000,Petrol,Automatic,Toyota,2006,Local Used,185947.0,1800.0,Registered,Registered
4904000,Petrol,Automatic,Lexus,2006,Local Used,137413.0,3000.0,Registered,Registered
4475000,Petrol,Automatic,Toyota,2006,Local Used,217011.0,2400.0,Registered,Registered
4935000,Petrol,Automatic,Toyota,2007,Local Used,169914.0,3500.0,Registered,Imported
7035000,Petrol,Automatic,Hyundai,2014,Foreign Used,113523.0,2000.0,Imported,Brand new
4500000,Petrol,Automatic,Nissan,2006,Local Used,61835.0,4700.0,Registered,Registered
6300000,Petrol,Automatic,Mercedes-Benz,2010,Local Used,174073.0,3000.0,Registered,Registered
6247500,Petrol,Automatic,Mitsubishi,2008,Local Used,225247.0,3500.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2001,Local Used,523173.0,3000.0,Registered,Registered
5250000,Petrol,Automatic,Toyota,2003,Local Used,443505.0,3000.0,Registered,Registered
6888000,Petrol,Automatic,Toyota,2011,Local Used,128586.0,3500.0,Registered,Registered
7875000,Petrol,Automatic,Toyota,2010,Local Used,157686.0,1800.0,Registered,Imported
4830000,Petrol,Automatic,Toyota,2004,Local Used,149898.0,3300.0,Registered,Registered
9562500,Petrol,Automatic,Land Rover,2008,Local Used,125430.0,4000.0,Registered,Imported
4515000,Hybrid,Automatic,Toyota,2006,Local Used,319886.0,3800.0,Registered,Registered
15750000,Petrol,Automatic,BMW,2014,Local Used,18267.0,3000.0,Registered,Imported
4935000,Petrol,Automatic,Acura,2007,Local Used,279816.0,3700.0,Registered,Imported
7653187,Petrol,Automatic,Lexus,2007,Local Used,146406.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Honda,2013,Local Used,109309.0,2400.0,Registered,Imported
8925000,Petrol,Automatic,Toyota,2007,Local Used,164459.0,1800.0,Registered,Imported
6032000,Petrol,Automatic,Toyota,2006,Local Used,299999.0,1800.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2010,Local Used,270116.0,1800.0,Registered,Registered
4200000,Petrol,Automatic,Honda,2008,Local Used,98784.0,3500.0,Registered,Registered
13125000,Petrol,Automatic,Toyota,2011,Foreign Used,183138.0,1798.0,Imported,Imported
4095000,Petrol,Automatic,Toyota,2004,Local Used,313929.0,3000.0,Registered,Registered
7140000,Petrol,Automatic,BMW,2015,Local Used,176323.0,2000.0,Registered,Registered
3675000,Petrol,Automatic,Peugeot,2006,Local Used,260306.0,2000.0,Registered,Registered
3675000,Petrol,Automatic,Toyota,2004,Local Used,367999.0,2400.0,Registered,Imported
3885000,Petrol,Automatic,Honda,2009,Local Used,221710.0,3500.0,Registered,Imported
5250000,Diesel,Manual,Nissan,2008,Foreign Used,352482.0,1500.0,Imported,Imported
3150000,Petrol,Automatic,Nissan,2004,Local Used,290947.0,3500.0,Registered,Registered
3675000,Petrol,Automatic,Acura,2004,Local Used,356932.0,3500.0,Registered,Imported
5408000,Petrol,Automatic,Toyota,2005,Local Used,286337.0,2400.0,Registered,Registered
32625000,Petrol,Automatic,Lexus,2014,Foreign Used,260135.0,3500.0,Imported,Imported
6090000,Petrol,Automatic,BMW,2009,Local Used,161196.0,3000.0,Registered,Registered
5408000,Petrol,Automatic,Toyota,2005,Local Used,286337.0,2400.0,Registered,Registered
3224000,Petrol,Automatic,Honda,2004,Local Used,225840.0,2500.0,Registered,Registered
16485000,Petrol,Automatic,Mazda,2015,Foreign Used,125132.0,3700.0,Imported,Imported
9450000,Petrol,CVT,Toyota,2014,Local Used,99577.0,1800.0,Registered,Imported
8400000,Petrol,Manual,Toyota,2007,Foreign Used,193246.0,1600.0,Imported,Imported
15750000,Petrol,Automatic,Toyota,2015,Foreign Used,379401.0,1800.0,Imported,Imported
7245000,Petrol,Automatic,BMW,2010,Local Used,151283.0,3000.0,Registered,Registered
5565000,Petrol,Automatic,Mitsubishi,2008,Local Used,155455.0,3500.0,Registered,Brand new
5250000,Petrol,Manual,Toyota,2008,Local Used,154344.0,1800.0,Registered,Brand new
5250000,Petrol,Automatic,Toyota,2008,Local Used,754975.0,2400.0,Registered,Registered
5460000,Petrol,Automatic,Honda,2010,Local Used,139959.0,3500.0,Registered,Registered
5670000,Petrol,Automatic,BMW,2004,Local Used,133027.0,3000.0,Registered,Registered
3990000,Petrol,Manual,Peugeot,2002,Local Used,38141.0,2400.0,Registered,Imported
24150000,Petrol,Automatic,Mercedes-Benz,2014,Foreign Used,106974.0,3500.0,Imported,Imported
4635000,Petrol,Automatic,Honda,2008,Local Used,691922.0,2400.0,Registered,Imported
3120000,Petrol,Automatic,Honda,2003,Local Used,377450.0,2400.0,Registered,Registered
3600000,Petrol,Automatic,Nissan,2003,Local Used,113243.0,3500.0,Registered,Registered
5460000,Petrol,Manual,Peugeot,1999,Local Used,224740.0,2000.0,Registered,Registered
13650000,Petrol,Automatic,BMW,2015,Foreign Used,186219.0,2000.0,Imported,Imported
4725000,Petrol,Automatic,Acura,2007,Local Used,304815.0,2400.0,Registered,Registered
5775000,Petrol,Automatic,Toyota,2005,Local Used,766642.0,3300.0,Registered,Registered
4935000,Petrol,Automatic,Lexus,1999,Local Used,174024.0,3000.0,Registered,Imported
4368000,Petrol,Automatic,Honda,2008,Local Used,88309.0,3000.0,Registered,Registered
3640000,Petrol,Automatic,Honda,2006,Local Used,239674.0,2400.0,Registered,Registered
3517500,Petrol,Automatic,Toyota,2004,Local Used,302859.0,1800.0,Registered,Registered
5250000,Petrol,Automatic,Honda,2008,Local Used,188287.0,2500.0,Registered,Registered
5040000,Petrol,Automatic,Kia,2014,Local Used,99136.0,1400.0,Registered,Registered
8400000,Petrol,Manual,Toyota,2006,Foreign Used,57040.0,1800.0,Imported,Imported
3150000,Petrol,Manual,Volkswagen,2004,Local Used,390548.0,2000.0,Registered,Registered
7875000,Petrol,Automatic,Toyota,2008,Local Used,315177.0,3500.0,Registered,Imported
34361250,Petrol,Automatic,Mercedes-Benz,2015,Foreign Used,278227.0,3000.0,Imported,Imported
60900000,Hybrid,CVT,Toyota,2018,Foreign Used,36580.0,1800.0,Imported,Imported
3150000,Petrol,Automatic,Toyota,1998,Local Used,309966.0,3000.0,Registered,Registered
3990000,Petrol,Automatic,Toyota,2002,Local Used,91622.0,3300.0,Registered,Registered
11812500,Petrol,Automatic,Toyota,2006,Foreign Used,473522.0,3500.0,Imported,Imported
6825000,Petrol,Automatic,Toyota,2008,Local Used,250559.0,1800.0,Registered,Imported
28350000,Petrol,Manual,Ford,2019,Local Used,131982.0,2500.0,Registered,Brand new
9975000,Petrol,Manual,Mitsubishi,2018,Local Used,12396.0,2400.0,Registered,Registered
7560000,Petrol,Automatic,Lexus,2006,Local Used,156775.0,2500.0,Registered,Imported
8400000,Petrol,Automatic,BMW,2005,Local Used,212299.0,4000.0,Registered,Registered
14062500,Petrol,Automatic,Toyota,2015,Local Used,112610.0,1800.0,Registered,Imported
9050000,Petrol,Automatic,BMW,2012,Local Used,95615.0,2000.0,Registered,Imported
3178350,Petrol,Automatic,Toyota,2003,Local Used,530726.0,2400.0,Registered,Registered
3640000,Petrol,Automatic,Honda,2007,Local Used,220222.0,2500.0,Registered,Registered
8925000,Petrol,CVT,Nissan,2014,Local Used,114998.0,2500.0,Registered,Registered
10500000,Petrol,Automatic,Land Rover,2013,Local Used,116629.0,2000.0,Registered,Registered
9870000,Petrol,Automatic,Toyota,2008,Foreign Used,187298.0,2400.0,Imported,Imported
3675000,Petrol,Automatic,Acura,2005,Local Used,156444.0,3800.0,Registered,Registered
9000000,Petrol,Automatic,Toyota,2010,Local Used,166668.0,1800.0,Registered,Imported
9360000,Petrol,Automatic,Toyota,2005,Foreign Used,195972.0,1600.0,Imported,Imported
18720000,Petrol,Automatic,Toyota,2011,Foreign Used,66406.0,3500.0,Imported,Imported
5775000,Petrol,Automatic,Honda,2007,Local Used,492952.0,3500.0,Registered,Registered
3570000,Petrol,Automatic,Toyota,2006,Local Used,179143.0,2400.0,Registered,Imported
8400000,Petrol,Automatic,Toyota,2004,Foreign Used,173931.0,1800.0,Imported,Imported
8400000,Petrol,Automatic,Toyota,2004,Foreign Used,173931.0,1800.0,Imported,Imported
3990000,Petrol,Automatic,Ford,2007,Local Used,931035.0,3500.0,Registered,Imported
17850000,Petrol,Automatic,Lexus,2012,Local Used,139528.0,3500.0,Registered,Registered
2940000,Petrol,Automatic,Honda,2004,Local Used,242778.0,3500.0,Registered,Imported
3640000,Petrol,Manual,Toyota,2004,Local Used,207774.0,1800.0,Registered,Registered
3150000,Petrol,Automatic,Mitsubishi,2004,Local Used,332784.0,2400.0,Registered,Registered
7350000,Petrol,Automatic,Ford,2014,Local Used,111093.0,3500.0,Registered,Brand new
4680000,Petrol,Automatic,Toyota,2004,Local Used,338172.0,2400.0,Registered,Registered
4410000,Petrol,Manual,Toyota,2009,Local Used,316141.0,1800.0,Registered,Registered
3640000,Petrol,Automatic,Toyota,2001,Local Used,202536.0,3500.0,Registered,Registered
4410000,Petrol,Automatic,Toyota,2004,Local Used,136356.0,3800.0,Registered,Registered
4410000,Petrol,Automatic,Toyota,2004,Local Used,275252.0,1800.0,Registered,Imported
5720000,Petrol,Automatic,Honda,2008,Local Used,301860.0,2400.0,Registered,Registered
24960000,Petrol,Automatic,Toyota,2010,Local Used,277543.0,5700.0,Registered,Imported
4200000,Petrol,Automatic,Ford,2002,Local Used,344075.0,4000.0,Registered,Imported
23100000,Petrol,Automatic,Toyota,2013,Foreign Used,77092.0,3500.0,Imported,Imported
6750000,Petrol,Automatic,Toyota,2004,Local Used,360384.0,4000.0,Registered,Registered
8840000,Petrol,Automatic,Toyota,2010,Local Used,119976.0,1800.0,Registered,Registered
3465000,Petrol,Automatic,Mazda,2001,Local Used,210629.0,2000.0,Registered,Registered
10500000,Petrol,Automatic,Nissan,2014,Local Used,67588.0,3500.0,Registered,Imported
26000000,Petrol,Automatic,Toyota,2014,Local Used,189729.0,3500.0,Registered,Imported
6240000,Petrol,Automatic,Honda,2011,Local Used,50090.0,3000.0,Registered,Imported
5775000,Petrol,Automatic,Toyota,2010,Local Used,29077.0,2000.0,Registered,Registered
5775000,Petrol,Automatic,BMW,2008,Local Used,169718.0,3000.0,Registered,Registered
3318000,Petrol,Automatic,Toyota,2003,Local Used,160611.0,3000.0,Registered,Registered
13650000,Petrol,Automatic,Toyota,2016,Local Used,80631.0,2400.0,Registered,Brand new
3780000,Petrol,Automatic,Toyota,2003,Local Used,237872.0,1800.0,Registered,Registered
13650000,Petrol,Automatic,Toyota,2016,Local Used,80631.0,2400.0,Registered,Brand new
3675000,Petrol,Automatic,Lexus,2002,Local Used,265996.0,3500.0,Registered,Imported
9225000,Petrol,Automatic,Toyota,2010,Local Used,211436.0,1800.0,Registered,Imported
3120000,Petrol,Automatic,Honda,2005,Local Used,157412.0,3000.0,Registered,Registered
7875000,Petrol,Automatic,Toyota,2014,Local Used,78850.0,2000.0,Registered,Registered
4200000,Petrol,Automatic,Mercedes-Benz,1999,Foreign Used,237334.0,1600.0,Imported,Imported
13520000,Petrol,Automatic,Toyota,2013,Local Used,151842.0,3000.0,Registered,Imported
4410000,Petrol,Automatic,Toyota,2006,Local Used,99999.0,1800.0,Registered,Registered
3150000,Petrol,Automatic,Nissan,2008,Local Used,151211.0,1800.0,Registered,Registered
4935000,Petrol,Automatic,Toyota,2001,Local Used,177476.0,3000.0,Registered,Registered
4200000,Petrol,Automatic,Toyota,2005,Local Used,350990.0,1800.0,Registered,Imported
3360000,Petrol,Automatic,Acura,2006,Local Used,379022.0,3500.0,Registered,Registered
3150000,Petrol,Manual,Peugeot,2005,Local Used,100.0,2000.0,Registered,Imported
8925000,Petrol,Automatic,Lexus,2007,Local Used,257858.0,3500.0,Registered,Registered
15225000,Petrol,Automatic,Toyota,2013,Local Used,187991.0,3500.0,Registered,Imported
5720000,Petrol,Automatic,Toyota,2006,Local Used,257860.0,1800.0,Registered,Imported
9400000,Petrol,Automatic,Lexus,2008,Local Used,264783.0,3500.0,Registered,Imported
4200000,Petrol,Automatic,Mercedes-Benz,1999,Foreign Used,237334.0,1600.0,Imported,Imported
2835000,Petrol,Automatic,Honda,2005,Local Used,220114.0,3000.0,Registered,Registered
6187500,Petrol,Automatic,Honda,2011,Local Used,119569.0,2500.0,Registered,Registered
9135000,Petrol,Automatic,Toyota,2013,Local Used,12725.0,2500.0,Registered,Imported
7800000,Petrol,Automatic,Toyota,2008,Local Used,183566.0,2400.0,Registered,Registered
4515000,Hybrid,Automatic,Toyota,2006,Local Used,319886.0,3800.0,Registered,Registered
5200000,Petrol,Automatic,Toyota,2006,Local Used,104449.0,2400.0,Registered,Registered
9450000,Petrol,Automatic,Mazda,2009,Foreign Used,258469.0,2300.0,Imported,Imported
31720000,Petrol,Automatic,Mercedes-Benz,2017,Local Used,148822.0,2000.0,Registered,Imported
18720000,Petrol,Automatic,Lexus,2011,Local Used,27692.0,3500.0,Registered,Registered
14280000,Petrol,Automatic,Hyundai,2017,Foreign Used,86432.0,1600.0,Imported,Imported
4200000,Petrol,Manual,Mazda,2007,Local Used,117056.0,1800.0,Registered,Registered
4095000,Petrol,Automatic,Lexus,2002,Local Used,172347.0,3000.0,Registered,Registered
5250000,Petrol,Manual,Honda,2009,Local Used,281609.0,1800.0,Registered,Registered
2940000,Petrol,Automatic,Nissan,2003,Local Used,189330.0,1500.0,Registered,Registered
15650000,Petrol,CVT,Toyota,2015,Local Used,138325.0,1800.0,Registered,Imported
6525000,Petrol,Automatic,Toyota,2005,Local Used,228425.0,1800.0,Registered,Imported
3045000,Petrol,Automatic,Peugeot,2006,Local Used,140410.0,2000.0,Registered,Registered
2835000,Petrol,Automatic,Honda,2003,Local Used,227301.0,2400.0,Registered,Registered
5250000,Petrol,Automatic,Acura,2008,Local Used,181605.0,3500.0,Registered,Registered
3780000,Petrol,Automatic,Lexus,2003,Local Used,453610.0,3000.0,Registered,Registered
3360000,Petrol,Manual,Peugeot,2007,Local Used,320000.0,2000.0,Registered,Registered
6825000,Petrol,Automatic,Toyota,2009,Local Used,148721.0,2400.0,Registered,Registered
29250000,Petrol,Automatic,Toyota,2019,Local Used,75558.0,2500.0,Registered,Imported
11025000,Petrol,Automatic,Toyota,2013,Local Used,85998.0,2500.0,Registered,Imported
3570000,Petrol,Automatic,Toyota,2005,Local Used,299062.0,1800.0,Registered,Imported
2835000,Petrol,Automatic,Kia,2003,Local Used,89041.0,3500.0,Registered,Imported
10500000,Petrol,Automatic,Nissan,2013,Local Used,120193.0,3500.0,Registered,Imported
4888000,Petrol,Automatic,Toyota,2004,Local Used,182690.0,1800.0,Registered,Registered
2730000,Petrol,Automatic,Honda,2003,Local Used,178513.0,2400.0,Registered,Registered
5250000,Petrol,Automatic,Mercedes-Benz,2004,Local Used,124270.0,3500.0,Registered,Imported
5565000,CNG,Automatic,Toyota,2006,Local Used,171661.0,1800.0,Registered,Registered
3360000,Petrol,Automatic,Honda,2007,Local Used,167844.0,2400.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2005,Local Used,44344.0,1800.0,Registered,Registered
4725000,Petrol,Automatic,Toyota,2005,Local Used,44344.0,1800.0,Registered,Registered
6300000,Petrol,Automatic,Volkswagen,2010,Foreign Used,143491.0,2000.0,Imported,Imported
2782500,Petrol,Automatic,Nissan,2005,Local Used,141584.0,3500.0,Registered,Registered
4515000,Petrol,Automatic,Mazda,2008,Local Used,144320.0,2300.0,Registered,Registered
3360000,Petrol,Automatic,Nissan,2006,Local Used,126976.0,4000.0,Registered,Imported
2520000,Petrol,Automatic,Mitsubishi,2005,Local Used,504418.0,1800.0,Registered,Imported
7875000,Petrol,Automatic,Ford,2011,Local Used,159218.0,3500.0,Registered,Registered
3885000,Petrol,Automatic,Hyundai,2004,Local Used,247610.0,2400.0,Registered,Imported
7650000,Petrol,Automatic,Hyundai,2012,Local Used,139503.0,1800.0,Registered,Imported
3150000,Petrol,Automatic,Toyota,2005,Local Used,234651.0,3500.0,Registered,Imported
4777500,Petrol,Automatic,Acura,2010,Local Used,116799.0,3500.0,Registered,Registered
7280000,Petrol,Automatic,Toyota,2008,Local Used,440796.0,3500.0,Registered,Imported
4410000,Petrol,Automatic,Toyota,2004,Local Used,431224.0,2400.0,Registered,Registered
4200000,Petrol,Automatic,Toyota,2007,Local Used,205390.0,2400.0,Registered,Imported
8610000,Petrol,Automatic,Lexus,2006,Local Used,49025.0,3300.0,Registered,Registered
10192000,Petrol,Automatic,Lexus,2007,Local Used,356076.0,3500.0,Registered,Imported
