price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
"₦ 3,391,500",,,,,,,,,,,,Opel Zafira 2005 Blue,,,,,,
"₦ 2,961,000",,,,,,,,,,,,Toyota Camry 2002 Black,,,,,,
"₦ 2,940,000",,,,,,,,,,,,Peugeot 307 2007 Silver,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Honda Civic 2013 Gray,,,,,,
"₦ 3,150,000",,,,,,,,,,,,Ford Edge 2008 Gray,,,,,,
"₦ 2,600,000",,,,,,,,,,,,Toyota Camry 1998 Red,,,,,,
"₦ 3,190,000",,,,,,,,,,,,Lexus RX 300 1999 Black,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Toyota Sienna 2004 White,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Suzuki S-Presso 2022 Black,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Honda Accord 2005 Gray,,,,,,
"₦ 3,885,000",,,,,,,,,,,,Toyota Highlander V6 AWD 2002 Gold,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Toyota Highlander V6 2003 Silver,,,,,,
"₦ 2,310,000",,,,,,,,,,,,Honda Accord 2003 Black,,,,,,
"₦ 2,520,000",,,,,,,,,,,,Honda Accord 2003 Black,,,,,,
"₦ 3,045,000",,,,,,,,,,,,Kia Rio 2009 White,,,,,,
"₦ 25,875,000",,,,,,,,,,,,Toyota RAV4 2013 Silver,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Toyota Sienna 2001 Gold,,,,,,
"₦ 11,088,000",,,,,,,,,,,,Toyota Venza 2010 Red,,,,,,
"₦ 2,688,000",,,,,,,,,,,,Toyota Sienna 1999 Gold,,,,,,
"₦ 3,108,000",,,,,,,,,,,,Toyota Avensis 2005 Black,,,,,,
"₦ 31,500,000",,,,,,,,,,,,Peugeot 508 2022 Blue,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Peugeot 307 2007 Green,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Infiniti G35 2007 Black,,,,,,
"₦ 4,725,000",,,,,,,,,,,,BMW X3 2004 Black,,,,,,
"₦ 2,782,500",,,,,,,,,,,,Honda Accord 2005 Green,,,,,,
"₦ 2,520,000",,,,,,,,,,,,Kia Forte 2010 Silver,,,,,,
"₦ 4,472,000",,,,,,,,,,,,Honda Civic 2008 Gold,,,,,,
"₦ 3,675,000",,,,,,,,,,,,Hyundai Elantra 2.0 2009 Black,,,,,,
"₦ 4,777,500",,,,,,,,,,,,Lexus GS 2006 Red,,,,,,
"₦ 3,640,000",,,,,,,,,,,,Peugeot 307 2008 Silver,,,,,,
"₦ 3,432,000",,,,,,,,,,,,Toyota Sienna LE 3dr 1999 Blue,,,,,,
"₦ 2,940,000",,,,,,,,,,,,Peugeot 307 2008 Blue,,,,,,
"₦ 3,675,000",,,,,,,,,,,,Honda Civic 2006 Silver,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Toyota Sienna 1999 Gray,,,,,,
"₦ 7,650,000",,,,,,,,,,,,Lexus GS 300 Automatic 2006 Silver,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Ford Focus 2006 Silver,,,,,,
"₦ 8,840,000",,,,,,,,,,,,Toyota Camry 2010 Black,,,,,,
"₦ 13,125,000",,,,,,,,,,,,Toyota Highlander 3.5L 4WD 2013 Gray,,,,,,
"₦ 3,675,000",,,,,,,,,,,,Toyota Corolla 2003 Silver,,,,,,
"₦ 3,675,000",,,,,,,,,,,,Toyota Corolla 2003 Silver,,,,,,
"₦ 3,255,000",,,,,,,,,,,,Honda Pilot 2005 White,,,,,,
"₦ 4,680,000",,,,,,,,,,,,Lexus RX 300 2002 Gold,,,,,,
"₦ 3,150,000",,,,,,,,,,,,Lexus RX 300 2000 Black,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Toyota Highlander 2002 Brown,,,,,,
"₦ 2,704,000",,,,,,,,,,,,Toyota Camry 2000 Gray,,,,,,
"₦ 2,890,000",,,,,,,,,,,,Peugeot 406 2006 Silver,,,,,,
"₦ 10,423,125",,,,,,,,,,,,Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2013 Gray,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Mercedes-Benz C230 2001 Black,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Nissan Rogue 2012 Red,,,,,,
"₦ 2,808,000",,,,,,,,,,,,Toyota Camry 1999 Gray,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Peugeot 406 2004 Gray,,,,,,
"₦ 3,622,500",,,,,,,,,,,,Honda City 2008 Silver,,,,,,
"₦ 3,700,000",,,,,,,,,,,,Mercedes-Benz C180 2001 Black,,,,,,
"₦ 3,780,000",,,,,,,,,,,,Ford Escape 2009 Gray,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Toyota Corolla 2014 Black,,,,,,
"₦ 2,700,000",,,,,,,,,,,,Chevrolet Cruze 2010 Black,,,,,,
"₦ 9,562,500",,,,,,,,,,,,Mazda CX-9 2007 Black,,,,,,
"₦ 8,400,000",,,,,,,,,,,,Volvo XC90 2008 Black,,,,,,
"₦ 2,600,000",,,,,,,,,,,,Toyota Camry 2000 Silver,,,,,,
"₦ 6,615,000",,,,,,,,,,,,Honda Accord Crosstour 2010 Black,,,,,,
"₦ 11,250,000",,,,,,,,,,,,Kia Forte 2013 White,,,,,,
"₦ 26,296,875",,,,,,,,,,,,Toyota Corolla 2020 Silver,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Toyota Camry 2007 Black,,,,,,
"₦ 12,600,000",,,,,,,,,,,,Toyota Land Cruiser Prado 2007 Black,,,,,,
"₦ 19,125,000",,,,,,,,,,,,Toyota Camry 2015 Black,,,,,,
"₦ 3,528,000",,,,,,,,,,,,Lexus RX 300 2000 Silver,,,,,,
"₦ 9,450,000",,,,,,,,,,,,Chevrolet Camaro 2012 Black,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Honda Accord 2007 Gray,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Honda Accord 2006 Gold,,,,,,
"₦ 3,360,000",,,,,,,,,,,,Lexus RX 300 2001 White,,,,,,
"₦ 3,885,000",,,,,,,,,,,,Honda Accord 2008 Black,,,,,,
"₦ 4,095,000",,,,,,,,,,,,Volvo XC90 2005 Silver,,,,,,
"₦ 3,150,000",,,,,,,,,,,,Kia Rio 2008 White,,,,,,
"₦ 2,496,000",,,,,,,,,,,,Toyota Camry 1998 Green,,,,,,
"₦ 2,352,000",,,,,,,,,,,,Honda Accord 2004 Gray,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Toyota Camry 2009 Gray,,,,,,
"₦ 3,625,000",,,,,,,,,,,,BMW X3 2004 Gray,,,,,,
"₦ 5,962,500",,,,,,,,,,,,Toyota Corolla 2007 Blue,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Toyota Camry 2009 Green,,,,,,
"₦ 2,940,000",,,,,,,,,,,,Mercedes-Benz C240 2005 Silver,,,,,,
"₦ 22,500,000",,,,,,,,,,,,New Bestune T33 1.2 FWD 2022 Blue,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Nissan Almera 1996 Green,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Volkswagen Vento 1999 Blue,,,,,,
"₦ 3,990,000",,,,,,,,,,,,Honda Civic 2007 Silver,,,,,,
"₦ 22,500,000",,,,,,,,,,,,New Bestune T33 1.2 FWD 2022 Blue,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Nissan Almera 1996 Green,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Volkswagen Vento 1999 Blue,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Honda Civic 2008 Black,,,,,,
"₦ 3,360,000",,,,,,,,,,,,Toyota Corolla 2003 Black,,,,,,
"₦ 2,520,000",,,,,,,,,,,,Toyota Avensis 2006 Silver,,,,,,
"₦ 4,576,000",,,,,,,,,,,,Toyota Corolla Sedan Automatic 2003 Blue,,,,,,
"₦ 13,125,000",,,,,,,,,,,,Land Rover Range Rover Sport 2014 Silver,,,,,,
"₦ 31,500,000",,,,,,,,,,,,Ford Mustang 2013 Gray,,,,,,
"₦ 6,412,500",,,,,,,,,,,,Toyota Highlander 2005 Blue,,,,,,
"₦ 2,310,000",,,,,,,,,,,,Ford Escape 2005 Black,,,,,,
"₦ 1,890,000",,,,,,,,,,,,Nissan Sentra 2004 Gray,,,,,,
"₦ 3,780,000",,,,,,,,,,,,Mercedes-Benz C180 2001 Black,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Honda Accord 2005 Silver,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Honda CR-V 2003 Gold,,,,,,
"₦ 8,100,000",,,,,,,,,,,,Ford Explorer 2011 Black,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Toyota Camry 2009 Gray,,,,,,
"₦ 2,625,000",,,,,,,,,,,,Honda Civic 2008 Black,,,,,,
"₦ 5,062,500",,,,,,,,,,,,Ford Edge 2010 White,,,,,,
"₦ 13,125,000",,,,,,,,,,,,Land Rover Range Rover Sport 2014 Silver,,,,,,
"₦ 57,375,000",,,,,,,,,,,,Lexus RX 350 2017 Black,,,,,,
"₦ 2,520,000",,,,,,,,,,,,Toyota Avensis 2006 Silver,,,,,,
"₦ 6,120,000",,,,,,,,,,,,Toyota Highlander 2005 Gold,,,,,,
"₦ 25,875,000",,,,,,,,,,,,Acura RL 2012 Black,,,,,,
"₦ 3,045,000",,,,,,,,,,,,Mercedes-Benz C180 1995 Gray,,,,,,
"₦ 5,250,000",,,,,,,,,,,,Rover Land 2006 Silver,,,,,,
"₦ 19,125,000",,,,,,,,,,,,Lexus RX 350 2013 Gray,,,,,,
"₦ 12,937,500",,,,,,,,,,,,Hyundai Tucson GL FWD 2012 Blue,,,,,,
"₦ 6,037,500",,,,,,,,,,,,Peugeot 206 1.6 110 Tendance 2006 Blue,,,,,,
"₦ 6,750,000",,,,,,,,,,,,Mercedes-Benz C300 2010 Black,,,,,,
"₦ 2,310,000",,,,,,,,,,,,Toyota Camry 1997 Gold,,,,,,
"₦ 9,900,000",,,,,,,,,,,,Toyota Camry 2012 Black,,,,,,
"₦ 8,550,000",,,,,,,,,,,,Lexus RX 2007 Black,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Nissan Pathfinder 2005 White,,,,,,
"₦ 2,310,000",,,,,,,,,,,,Honda Accord 2003 Black,,,,,,
"₦ 5,625,000",,,,,,,,,,,,Honda Civic 2010 Red,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Mercedes-Benz E320 2004 Silver,,,,,,
"₦ 2,205,000",,,,,,,,,,,,Lexus ES 2000 Gray,,,,,,
"₦ 5,220,000",,,,,,,,,,,,Toyota Highlander 2002 Blue,,,,,,
"₦ 3,465,000",,,,,,,,,,,,Toyota Corolla 2003 Silver,,,,,,
"₦ 8,100,000",,,,,,,,,,,,Toyota RAV4 2010 Brown,,,,,,
"₦ 29,400,000",,,,,,,,,,,,Honda HR-V 2023 Black,,,,,,
"₦ 7,171,875",,,,,,,,,,,,Honda Accord Crosstour 2010 Gray,,,,,,
"₦ 27,000,000",,,,,,,,,,,,GAC GS8 2017 Black,,,,,,
"₦ 3,937,500",,,,,,,,,,,,Toyota Avensis 2.4 WT-i Sol 2005 Gray,,,,,,
"₦ 2,058,000",,,,,,,,,,,,Honda CR-V 2000 Green,,,,,,
"₦ 2,257,500",,,,,,,,,,,,Honda CR-V EX 4WD Automatic 2002 Silver,,,,,,
"₦ 10,125,000",,,,,,,,,,,,Toyota Highlander 2008 Red,,,,,,
"₦ 4,275,000",,,,,,,,,,,,Toyota Corolla 2003 Black,,,,,,
"₦ 12,375,000",,,,,,,,,,,,Hyundai Genesis 2013 Red,,,,,,
"₦ 10,125,000",,,,,,,,,,,,Toyota Sienna 2006 Gold,,,,,,
"₦ 4,410,000",,,,,,,,,,,,Volkswagen Passat 2012 Gray,,,,,,
"₦ 7,312,500",,,,,,,,,,,,Toyota Corolla 2012 Black,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Peugeot 406 2001 Red,,,,,,
"₦ 4,320,000",,,,,,,,,,,,Toyota Camry 2005 Gray,,,,,,
"₦ 2,288,000",,,,,,,,,,,,Honda Accord 1999 Silver,,,,,,
"₦ 2,520,000",,,,,,,,,,,,Mazda 626 2000 Blue,,,,,,
"₦ 8,325,000",,,,,,,,,,,,Lexus RX 330 2005 Silver,,,,,,
"₦ 2,016,000",,,,,,,,,,,,Nissan Almera 2002 Green,,,,,,
"₦ 2,812,500",,,,,,,,,,,,Honda CR-V 2.0 Automatic 1999 Green,,,,,,
"₦ 4,387,500",,,,,,,,,,,,Toyota Corolla 2006 Black,,,,,,
"₦ 2,205,000",,,,,,,,,,,,Toyota Camry 2001 Silver,,,,,,
"₦ 8,437,500",,,,,,,,,,,,Lexus GX 2004 Black,,,,,,
"₦ 2,475,000",,,,,,,,,,,,Toyota Prius HSD Hybrid 2005 Burgandy,,,,,,
"₦ 18,562,500",,,,,,,,,,,,GAC GS3 2022 White,,,,,,
"₦ 12,375,000",,,,,,,,,,,,Kia Rio EX Hatchback 2018 Blue,,,,,,
"₦ 4,515,000",,,,,,,,,,,,Mercedes-Benz C180 2001 Silver,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Honda CR-V 1998 Blue,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Nissan Micra 1998 Red,,,,,,
"₦ 17,379,000",,,,,,,,,,,,Toyota RAV4 2016 Black,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Toyota 4-Runner 2006 Black,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Toyota Camry 2000 Blue,,,,,,
"₦ 4,050,000",,,,,,,,,,,,Acura RDX 2008 Gray,,,,,,
"₦ 5,850,000",,,,,,,,,,,,Toyota Camry 2.4 GLi Automatic 2006 Gray,,,,,,
"₦ 1,995,000",,,,,,,,,,,,Nissan Tiida 2007 Blue,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Toyota Camry 2000 Blue,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Skoda Fabia 2008 Green,,,,,,
"₦ 2,940,000",,,,,,,,,,,,Toyota Corolla 2007 Silver,,,,,,
"₦ 3,600,000",,,,,,,,,,,,Honda Pilot 2007 Black,,,,,,
"₦ 1,995,000",,,,,,,,,,,,Pontiac G6 2007 Black,,,,,,
"₦ 3,937,500",,,,,,,,,,,,Opel Zafira 2000 Blue,,,,,,
"₦ 9,000,000",,,,,,,,,,,,Lexus ES 2009 Black,,,,,,
"₦ 19,687,500",,,,,,,,,,,,Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Gray,,,,,,
"₦ 8,437,500",,,,,,,,,,,,Toyota Sienna 2011 Gray,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Toyota Camry 2006 Red,,,,,,
"₦ 1,890,000",,,,,,,,,,,,Volkswagen Golf 1992 Blue,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Toyota Highlander 2005 Beige,,,,,,
"₦ 4,500,000",,,,,,,,,,,,Peugeot 407 2004 Gray,,,,,,
"₦ 7,875,000",,,,,,,,,,,,Mercedes-Benz GL-Class 2006 Black,,,,,,
"₦ 16,875,000",,,,,,,,,,,,Toyota Camry 2012 Gray,,,,,,
"₦ 10,125,000",,,,,,,,,,,,Honda Accord 2014 Black,,,,,,
"₦ 15,682,500",,,,,,,,,,,,Toyota Highlander 2008 White,,,,,,
"₦ 2,535,000",,,,,,,,,,,,Mitsubishi Montero 2006 Gold,,,,,,
"₦ 16,312,500",,,,,,,,,,,,Toyota Camry 2015 White,,,,,,
"₦ 15,187,500",,,,,,,,,,,,Toyota Highlander Limited 2010 Red,,,,,,
"₦ 7,312,500",,,,,,,,,,,,Mercedes-Benz M Class 2006 Black,,,,,,
"₦ 3,375,000",,,,,,,,,,,,Kia Cerato 2011 Gray,,,,,,
"₦ 5,287,500",,,,,,,,,,,,Toyota Yaris 2009 Silver,,,,,,
"₦ 1,995,000",,,,,,,,,,,,Nissan Quest 2000 Green,,,,,,
"₦ 6,750,000",,,,,,,,,,,,Toyota Corolla 2009 Black,,,,,,
"₦ 21,037,500",,,,,,,,,,,,Toyota Venza 2013 Silver,,,,,,
"₦ 11,250,000",,,,,,,,,,,,Lexus ES 350 2010 Gray,,,,,,
"₦ 2,925,000",,,,,,,,,,,,Honda Odyssey 2000 Gold,,,,,,
"₦ 7,200,000",,,,,,,,,,,,Hyundai Sonata 2013 Blue,,,,,,
"₦ 5,625,000",,,,,,,,,,,,Acura RDX 2007 Gray,,,,,,
"₦ 1,995,000",,,,,,,,,,,,Nissan X-Trail 2005 Black,,,,,,
"₦ 4,005,000",,,,,,,,,,,,Toyota Camry 2004 Silver,,,,,,
"₦ 11,250,000",,,,,,,,,,,,Lexus GS 2008 Gray,,,,,,
"₦ 4,500,000",,,,,,,,,,,,Peugeot 407 2002 Blue,,,,,,
"₦ 3,937,500",,,,,,,,,,,,Nissan X-Trail 2002 Gold,,,,,,
"₦ 2,812,500",,,,,,,,,,,,Toyota Camry 1997 Black,,,,,,
"₦ 9,000,000",,,,,,,,,,,,Toyota Corolla 1.8 Advanced 2009 Silver,,,,,,
"₦ 3,870,000",,,,,,,,,,,,Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2003 Black,,,,,,
"₦ 3,375,000",,,,,,,,,,,,Kia Rio 1.6 2009 Blue,,,,,,
"₦ 38,250,000",,,,,,,,,,,,Toyota Land Cruiser Prado 2015 Black,,,,,,
"₦ 6,750,000",,,,,,,,,,,,Lexus IS 2008 Black,,,,,,
"₦ 4,837,500",,,,,,,,,,,,Toyota 4-Runner 2003 Silver,,,,,,
"₦ 1,785,000",,,,,,,,,,,,Ford Mondeo 1.8 LX 1996 Blue,,,,,,
"₦ 3,375,000",,,,,,,,,,,,Toyota Camry 2002 White,,,,,,
"₦ 2,100,000",,,,,,,,,,,,Honda Accord 1998 Red,,,,,,
"₦ 18,562,500",,,,,,,,,,,,Toyota Venza 2010 Burgandy,,,,,,
"₦ 3,898,125",,,,,,,,,,,,Nissan Frontier 2002 Red,,,,,,
"₦ 6,750,000",,,,,,,,,,,,Honda Ridgeline RTS 4x4 Crew Cab 122 in. WB 2007 White,,,,,,
"₦ 5,400,000",,,,,,,,,,,,Toyota Yaris 2008 Gray,,,,,,
"₦ 1,575,000",,,,,,,,,,,,Volkswagen Golf 1995 Blue,,,,,,
"₦ 5,062,500",,,,,,,,,,,,Dodge Magnum SXT 2005 Silver,,,,,,
"₦ 1,995,000",,,,,,,,,,,,Hyundai Elantra 2009 Black,,,,,,
"₦ 2,250,000",,,,,,,,,,,,Nissan Altima 2004 Brown,,,,,,
"₦ 3,375,000",,,,,,,,,,,,Toyota Camry 2002 Black,,,,,,
"₦ 6,187,500",,,,,,,,,,,,Honda CR-V 2011 Silver,,,,,,
"₦ 4,500,000",,,,,,,,,,,,Toyota Camry XLE V6 4dr Sedan (3.0L 6cyl 5A) 2006 Gold,,,,,,
"₦ 5,085,000",,,,,,,,,,,,Toyota Avalon 2007 Silver,,,,,,
"₦ 6,165,000",,,,,,,,,,,,Toyota Camry 2007 Gray,,,,,,
"₦ 18,562,500",,,,,,,,,,,,Mercedes-Benz M Class ML 350 4Matic 2012 Brown,,,,,,
"₦ 5,310,000",,,,,,,,,,,,Toyota Sienna 2005 Blue,,,,,,
"₦ 1,890,000",,,,,,,,,,,,Nissan Micra 2001 Gray,,,,,,
"₦ 3,150,000",,,,,,,,,,,,Peugeot 307 2007 Blue,,,,,,
"₦ 5,625,000",,,,,,,,,,,,Mazda 3 2003 Black,,,,,,
"₦ 13,500,000",,,,,,,,,,,,Toyota Sienna 2012 Silver,,,,,,
"₦ 8,127,000",,,,,,,,,,,,Toyota FJ Cruiser 2007 Blue,,,,,,
"₦ 4,781,250",,,,,,,,,,,,Toyota Matrix 2005 Black,,,,,,
"₦ 1,785,000",,,,,,,,,,,,Toyota Camry 1996 Blue,,,,,,
"₦ 3,285,000",,,,,,,,,,,,Honda Accord 2007 Gray,,,,,,
"₦ 3,375,000",,,,,,,,,,,,Hyundai Elantra 2009 Black,,,,,,
"₦ 33,750,000",,,,,,,,,,,,Toyota Land Cruiser 2013 Black,,,,,,
"₦ 3,037,500",,,,,,,,,,,,Hyundai Accent SE 4dr Hatchback (1.6L 4cyl 6M) 2014 Black,,,,,,
"₦ 3,195,000",,,,,,,,,,,,Honda Accord 2006 Silver,,,,,,
"₦ 39,375,000",,,,,,,,,,,,Mercedes-Benz E63 2015 Black,,,,,,
"₦ 3,150,000",,,,,,,,,,,,Toyota Picnic 1998 Off white,,,,,,
"₦ 2,925,000",,,,,,,,,,,,Volvo XC90 2006 Black,,,,,,
"₦ 10,237,500",,,,,,,,,,,,Toyota Highlander 2010 Silver,,,,,,
"₦ 2,940,000",,,,,,,,,,,,Mazda CX-7 2008 Gold,,,,,,
"₦ 2,835,000",,,,,,,,,,,,Honda Accord 2007 Gray,,,,,,
"₦ 1,462,500",,,,,,,,,,,,Nissan Primera 1996 Green,,,,,,
"₦ 18,900,000",,,,,,,,,,,,Toyota Highlander 2015 Beige,,,,,,
"₦ 12,600,000",,,,,,,,,,,,Mercedes-Benz CLS 500 2012 Brown,,,,,,
"₦ 6,492,000",,,,,,,,,,,,Honda Civic 2012 Gray,,,,,,
"₦ 5,250,000",,,,,,,,,,,,Acura MDX 2012 Black,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Acura TSX 2009 Black,,,,,,
"₦ 5,163,375",,,,,,,,,,,,Honda Accord Crosstour 2010 Black,,,,,,
"₦ 4,935,000",,,,,,,,,,,,Kia Sorento 2014 Black,,,,,,
"₦ 6,825,000",,,,,,,,,,,,Infiniti FX35 2010 White,,,,,,
"₦ 7,350,000",,,,,,,,,,,,Toyota Camry 2012 Black,,,,,,
"₦ 7,875,000",,,,,,,,,,,,Peugeot 508 1.6 VTI Sedan 2012 Black,,,,,,
"₦ 3,990,000",,,,,,,,,,,,Honda Odyssey 2005 Silver,,,,,,
"₦ 4,998,000",,,,,,,,,,,,Kia Cerato 2015 Gray,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Acura MDX 2008 Brown,,,,,,
"₦ 5,985,000",,,,,,,,,,,,Honda Pilot 2013 Black,,,,,,
"₦ 3,465,000",,,,,,,,,,,,Toyota Avensis 2003 Silver,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Hyundai Santa Fe 2.7 4WD 2008 Gray,,,,,,
"₦ 8,610,000",,,,,,,,,,,,Honda Accord 2013 Silver,,,,,,
"₦ 7,560,000",,,,,,,,,,,,Honda Accord 2013 Black,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Honda Accord 2008 Red,,,,,,
"₦ 10,500,000",,,,,,,,,,,,Mercedes-Benz SLK-Class 2008 Black,,,,,,
"₦ 6,090,000",,,,,,,,,,,,Honda Ridgeline RT 2006 Silver,,,,,,
"₦ 11,445,000",,,,,,,,,,,,Mercedes-Benz E350 2012 White,,,,,,
"₦ 5,880,000",,,,,,,,,,,,Mercedes-Benz C300 2008 Silver,,,,,,
"₦ 5,565,000",,,,,,,,,,,,Kia Sportage 2011 Silver,,,,,,
"₦ 5,250,000",,,,,,,,,,,,Peugeot 408 2011 Silver,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Chevrolet Traverse 2012 Red,,,,,,
"₦ 12,600,000",,,,,,,,,,,,Toyota RAV4 2013 Gray,,,,,,
"₦ 4,830,000",,,,,,,,,,,,Lexus GS 2007 Blue,,,,,,
"₦ 4,672,500",,,,,,,,,,,,Kia Sorento EX 2011 Red,,,,,,
"₦ 5,775,000",,,,,,,,,,,,Toyota Avensis 2010 Black,,,,,,
"₦ 8,295,000",,,,,,,,,,,,Mercedes-Benz S-Class 2007 Black,,,,,,
"₦ 12,272,000",,,,,,,,,,,,Lexus GX 470 2004 Black,,,,,,
"₦ 10,500,000",,,,,,,,,,,,Toyota Highlander 2012 Black,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Toyota Camry 2007 Purple,,,,,,
"₦ 4,357,500",,,,,,,,,,,,Honda CR-V 2007 Red,,,,,,
"₦ 3,780,000",,,,,,,,,,,,Honda Accord 2008 Black,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Toyota Auris 2007 Silver,,,,,,
"₦ 16,800,000",,,,,,,,,,,,Mercedes-Benz M Class 2014 Black,,,,,,
"₦ 3,675,000",,,,,,,,,,,,Nissan Qashqai 2010 Brown,,,,,,
"₦ 3,885,000",,,,,,,,,,,,Pontiac Vibe 2006 White,,,,,,
"₦ 10,815,000",,,,,,,,,,,,Mercedes-Benz E350 2013 Black,,,,,,
"₦ 7,280,000",,,,,,,,,,,,Honda Accord 2012 Black,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Toyota Camry 2007 Gray,,,,,,
"₦ 9,975,000",,,,,,,,,,,,Toyota Sequoia 2010 Black,,,,,,
"₦ 8,788,500",,,,,,,,,,,,BMW 328i 2013 White,,,,,,
"₦ 7,980,000",,,,,,,,,,,,Mercedes-Benz CLS 2001 Silver,,,,,,
"₦ 5,775,000",,,,,,,,,,,,Honda CR-V 2008 Silver,,,,,,
"₦ 8,320,000",,,,,,,,,,,,Acura TL 2010 Gray,,,,,,
"₦ 8,925,000",,,,,,,,,,,,Honda Civic 2013 Silver,,,,,,
"₦ 4,725,000",,,,,,,,,,,,Honda CR-V LX Automatic 2007 Burgandy,,,,,,
"₦ 5,096,000",,,,,,,,,,,,Toyota Avalon 2004 Gray,,,,,,
"₦ 6,300,000",,,,,,,,,,,,Lexus IS 2006 Green,,,,,,
"₦ 8,925,000",,,,,,,,,,,,Honda Crosstour 2013 Black,,,,,,
"₦ 6,760,000",,,,,,,,,,,,Toyota Avalon 2009 Burgandy,,,,,,
"₦ 13,125,000",,,,,,,,,,,,Honda CR-V 2015 Black,,,,,,
"₦ 13,520,000",,,,,,,,,,,,Lexus GX 2003 White,,,,,,
"₦ 5,460,000",,,,,,,,,,,,Toyota RAV4 2007 Blue,,,,,,
"₦ 6,875,000",,,,,,,,,,,,Honda Ridgeline 2009 Blue,,,,,,
"₦ 6,240,000",,,,,,,,,,,,Toyota RAV4 2005 Black,,,,,,
"₦ 14,560,000",,,,,,,,,,,,Toyota Tacoma 2007 Red,,,,,,
"₦ 7,800,000",,,,,,,,,,,,Volkswagen Passat 2013 Brown,,,,,,
"₦ 53,550,000",,,,,,,,,,,,Toyota Sienna 2020 Gray,,,,,,
"₦ 6,825,000",,,,,,,,,,,,Ford Mustang 2005 Red,,,,,,
"₦ 10,500,000",,,,,,,,,,,,Peugeot 508 2016 Black,,,,,,
"₦ 5,617,500",,,,,,,,,,,,Acura MDX 2008 Gray,,,,,,
"₦ 8,190,000",,,,,,,,,,,,Toyota Corolla 2014 Black,,,,,,
"₦ 4,200,000",,,,,,,,,,,,Honda Accord EX V6 Automatic 2009 White,,,,,,
"₦ 16,275,000",,,,,,,,,,,,Lexus RX 350 2012 Blue,,,,,,
"₦ 7,875,000",,,,,,,,,,,,Mercedes-Benz GL-Class 2011 Black,,,,,,
"₦ 15,750,000",,,,,,,,,,,,Mercedes-Benz GLA 250 2015 White,,,,,,
"₦ 5,775,000",,,,,,,,,,,,Ford Edge 2014 Brown,,,,,,
"₦ 5,824,000",,,,,,,,,,,,Mercedes-Benz E350 2008 Silver,,,,,,
"₦ 4,784,000",,,,,,,,,,,,Acura MDX 2006 White,,,,,,
"₦ 13,440,000",,,,,,,,,,,,Ford Explorer 2016 Silver,,,,,,
"₦ 8,400,000",,,,,,,,,,,,Honda Civic 2009 Gray,,,,,,
